"CID","G","GS","RA","W","SVO","L","BS","SV","SD","MD","HLD","BF","AB","IP","X1B","X2B","X3B","HA","TB","HR","R","ER","IBB","BB","K","SH","SF","WP","DP","HP","IR","IRS","GB","FB","SB","CS","outs","UBB","ERA","WHIP","FIP","K9","BB9","HR9","H9","R9","BAA","OBPA","SLGA","OPSA","pBABIP","WOBAa","Krate","BBrate","HRrate","BIPrate","X1Brate","X2Brate","X3Brate","dRPW","RAA9","WPGAA","fWAA","fWAA.500"
"59216",14,1,13,3,1,1,1,0,1,5,1,94,79,18,22,7,1,30,39,0,18,18,0,12,5,1,1,2,1,1,5,3,31,15,2,2,54,12,9,2.33333333333333,4.56800915134249,2.5,6,0,15,9,0.379746835443038,0.457446808510638,0.493670886075949,0.951117694586588,0.4,0.410495829564253,0.0531914893617021,0.127659574468085,0,0.808510638297872,0.234042553191489,0.074468085106383,0.0106382978723404,29.0357142857143,-4.22591297591298,-0.145541898309426,-0.291083796618852,-1.54831806712155
"59276",5,2,3,1,0,2,0,0,1,1,0,83,72,19.3333333333333,15,1,0,20,33,4,14,14,0,10,9,0,0,1,3,1,2,1,12,31,4,2,58,10,6.51724137931034,1.55172413793103,6.43390953448425,4.18965517241379,4.6551724137931,1.86206896551724,9.31034482758621,6.51724137931034,0.277777777777778,0.373493975903614,0.458333333333333,0.831827309236948,0.271186440677966,0.356877481661624,0.108433734939759,0.120481927710843,0.0481927710843374,0.710843373493976,0.180722891566265,0.0120481927710843,0,26.3,-1.74315435522332,-0.0662796332784532,-0.142378471487048,-0.857701635464143
"59520",19,27,215.1,125,70,54,1,13,0,1.8,0,0,0,0,64,58,16,14,8,5,20,8,20,4,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-16,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,Inf,NA,-0.75,NA,Inf,-Inf,Inf,NA,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"59793",69,29,40,14,2,8,0,2,10,5,5,927,741,203.666666666667,135,28,1,173,230,9,95,94,0,170,179,1,10,7,9,5,28,7,177,221,25,16,611,170,4.15384615384615,1.68412438625205,4.44435030427938,7.90998363338789,7.51227495908347,0.397708674304419,7.64484451718494,4.19803600654665,0.233468286099865,0.375404530744337,0.310391363022942,0.685795893767279,0.291296625222025,0.314749255429827,0.193096008629989,0.183387270765912,0.00970873786407767,0.608414239482201,0.145631067961165,0.0302049622437972,0.00107874865156419,26.6050724637681,0.576051017540379,0.0216519243961793,0.489975029854279,0.264279951377713
"59811",24,0,24,1,3,1,1,2,10,2,4,120,111,27.3333333333333,20,8,0,30,44,2,15,9,0,9,14,0,0,1,5,0,17,6,36,26,1,1,82,9,2.96341463414634,1.42682926829268,4.0381988532395,4.60975609756098,2.96341463414634,0.658536585365854,9.87804878048781,4.9390243902439,0.27027027027027,0.325,0.396396396396396,0.721396396396396,0.294736842105263,0.309966521615861,0.116666666666667,0.075,0.0166666666666667,0.791666666666667,0.166666666666667,0.0666666666666667,0,28.7604166666667,-0.164937366156879,-0.00573487401342282,-0.0174170247815063,-0.0725709365896097
"60184",40,16,24,6,5,5,2,2,4,5,3,545,503,128.666666666667,102,29,3,143,205,9,54,52,0,29,47,1,9,2,13,2,13,9,178,139,4,7,386,29,3.63730569948187,1.33678756476684,3.97848698669079,3.28756476683938,2.02849740932642,0.629533678756477,10.0025906735751,3.77720207253886,0.284294234592445,0.319266055045872,0.407554671968191,0.726820727014062,0.293859649122807,0.308250185819353,0.0862385321100917,0.0532110091743119,0.0165137614678899,0.840366972477064,0.187155963302752,0.0532110091743119,0.0055045871559633,26.1875,0.996884951548163,0.038067205787042,0.544220053103638,0.499284452388658
"60785",30,23,190.2,91,58,32,1,8,0,2.1,0,0,0,0,53,50,6,5,6,4,11,5,14,4,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-10,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,Inf,NA,-0.1,NA,Inf,-Inf,Inf,NA,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"60840",19,6,29,21,9,11,1,2,0,-0.3,0,0,0,0,12,10,2,2,1,1,4,1,0,0,3,0,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Inf,Inf,Inf,Inf,NA,Inf,Inf,Inf,Inf,NA,Inf,NA,-0.24390243902439,NA,Inf,NA,Inf,NA,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"60871",12,9,3,3,0,2,0,0,2,0,0,219,196,49.6666666666667,46,10,2,58,72,0,23,21,0,21,20,2,0,1,6,0,1,0,54,65,7,2,149,21,3.80536912751678,1.59060402684564,3.58665195522019,3.6241610738255,3.80536912751678,0,10.510067114094,4.16778523489933,0.295918367346939,0.360730593607306,0.36734693877551,0.728077532382816,0.329545454545455,0.321283689830519,0.091324200913242,0.0958904109589041,0,0.812785388127854,0.210045662100457,0.045662100456621,0.0091324200913242,25.2291666666667,0.606301789187695,0.0240317802485626,0.13261982433466,0.302784987065435
"60904",6,13,111,65,45,18,2,4,0,0.1,0,0,0,0,50,46,5,3,5,3,7,3,12,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-10,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,Inf,NA,0,NA,Inf,-Inf,Inf,NA,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"60906",11,8,65,20,0,20,0,0,0,0.6,0,0,0,0,13,13,3,3,3,2,1,1,7,1,8,0,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,Inf,-Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,Inf,NA,-0.0943396226415094,NA,Inf,-Inf,Inf,NA,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"60910",113,10,103,9,20,7,0,20,29,17,8,700,631,163.333333333333,111,32,0,164,259,21,84,80,3,56,136,1,3,8,4,9,62,28,152,178,11,17,490,53,4.40816326530612,1.32857142857143,4.10315654363273,7.49387755102041,3.08571428571429,1.15714285714286,9.03673469387755,4.62857142857143,0.259904912836767,0.322857142857143,0.410459587955626,0.733316730812769,0.29979035639413,0.314788064244807,0.194285714285714,0.0757142857142857,0.03,0.682857142857143,0.158571428571429,0.0457142857142857,0,28.3893805309734,0.145515595515596,0.00512570520363538,0.0930220573993088,0.066444326713792
"60937",23,3,20,0,0,2,0,0,7,2,8,164,136,36.3333333333333,20,11,2,37,64,4,23,23,0,25,29,0,2,6,1,0,15,6,27,45,4,6,109,25,5.69724770642202,1.70642201834862,5.02264727570538,7.18348623853211,6.19266055045872,0.990825688073394,9.1651376146789,5.69724770642202,0.272058823529412,0.378048780487805,0.470588235294118,0.848637015781923,0.314285714285714,0.360835134638904,0.176829268292683,0.152439024390244,0.024390243902439,0.646341463414634,0.121951219512195,0.0670731707317073,0.0121951219512195,28.3804347826087,-0.923160682334995,-0.0325280669378857,-0.131317010971464,-0.40035674076666
"60939",6,0,6,0,0,0,0,0,3,0,4,17,16,5.33333333333333,1,0,0,1,1,0,0,0,0,1,7,0,0,2,0,0,4,0,2,6,2,1,16,1,0,0.375,1.06106470689804,11.8125,1.6875,0,1.6875,0,0.0625,0.117647058823529,0.0625,0.180147058823529,0.111111111111111,0.0918241782475392,0.411764705882353,0.0588235294117647,0,0.529411764705882,0.0588235294117647,0,0,28.6666666666667,4.77408702408702,0.166537919444896,0.0986891374488274,2.90262168967139
"60942",53,0,53,5,6,0,3,3,11,9,6,263,235,64.3333333333333,34,6,2,49,80,7,20,19,2,25,48,0,2,3,5,1,35,12,64,71,5,4,193,23,2.6580310880829,1.11917098445596,4.11838335974778,6.71502590673575,3.49740932642487,0.979274611398964,6.85492227979275,2.7979274611399,0.208510638297872,0.277566539923954,0.340425531914894,0.617992071838848,0.230769230769231,0.268394737048094,0.182509505703422,0.0874524714828897,0.026615969581749,0.692015209125475,0.129277566539924,0.0228136882129278,0.00760456273764259,28.4622641509434,1.97615956294713,0.0694308630004625,0.496302094781084,0.943540104146547
"60956",5,1,4,0,0,0,0,0,1,0,0,52,46,12.6666666666667,8,1,0,10,14,1,5,5,0,4,7,0,1,0,2,1,5,1,15,15,2,0,38,4,3.55263157894737,1.10526315789474,3.99198575952962,4.97368421052632,2.84210526315789,0.710526315789474,7.10526315789474,3.55263157894737,0.217391304347826,0.288461538461538,0.304347826086957,0.592809364548495,0.230769230769231,0.261332288057371,0.134615384615385,0.0769230769230769,0.0192307692307692,0.75,0.153846153846154,0.0192307692307692,0,26.95,1.22145544513966,0.0453230220831041,0.0637879570058502,0.613345740440867
"60964",10,0,10,1,0,0,0,0,2,1,0,67,59,16.6666666666667,9,3,1,15,26,2,8,8,0,6,7,0,2,1,0,0,8,3,14,25,1,3,50,6,4.32,1.26,4.92356470689804,3.78,3.24,1.08,8.1,4.32,0.254237288135593,0.313432835820896,0.440677966101695,0.75411080192259,0.25,0.313550497343729,0.104477611940299,0.0895522388059701,0.0298507462686567,0.776119402985075,0.134328358208955,0.0447761194029851,0.0149253731343284,28.1,0.454087024087023,0.0161596805724919,0.0299253343935036,0.223323390996295
"60966",497,0,497,46,128,48,32,96,172,105,79,2346,2084,539.333333333333,351,102,15,548,920,80,301,284,23,207,461,14,21,16,31,20,220,51,478,612,26,21,1618,184,4.73918417799753,1.35723114956737,4.36583911975342,7.69283065512979,3.45426452410383,1.33498145859085,9.14462299134734,5.02286773794808,0.262955854126679,0.320545609548167,0.441458733205374,0.762004342753541,0.29923273657289,0.324028734323099,0.196504688832055,0.0784313725490196,0.0341005967604433,0.672634271099744,0.149616368286445,0.0434782608695652,0.00639386189258312,28.8264587525151,-0.24878071386106,-0.00863029052569123,-0.517178150761793,-0.110225522327748
"60969",61,33,28,14,2,12,1,1,7,7,4,977,876,230,150,47,7,236,393,32,120,117,3,85,171,5,7,3,11,4,19,4,208,266,11,25,690,82,4.57826086956522,1.38260869565217,4.51486905472413,6.69130434782609,3.32608695652174,1.25217391304348,9.23478260869565,4.69565217391304,0.269406392694064,0.329580348004094,0.448630136986301,0.778210484990396,0.3,0.329829005099092,0.175025588536336,0.0839303991811668,0.0327533265097236,0.701125895598772,0.15353121801433,0.0481064483111566,0.00716479017400205,25.8196721311475,0.0784348501739807,0.00303779419721449,0.0776325183732592,0.0397300503445543
"60997",3,0,3,0,1,0,0,1,1,0,0,10,9,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3,3,0,0,9,0,0,0,1.12356470689804,9,0,0,0,0,0,0.1,0,0.1,0,0.0720130515104083,0.3,0,0,0.6,0,0,0,28.5,4.77408702408702,0.167511825406562,0.0558372751355207,2.79186375677604
"60998",10,0,10,0,0,0,0,0,0,1,0,68,61,15,10,4,1,16,25,1,8,8,0,6,9,0,0,1,0,1,8,3,16,19,0,1,45,6,4.8,1.46666666666667,3.99023137356471,5.4,3.6,0.6,9.6,4.8,0.262295081967213,0.338235294117647,0.409836065573771,0.748071359691418,0.294117647058824,0.321769457350235,0.132352941176471,0.0882352941176471,0.0147058823529412,0.75,0.147058823529412,0.0588235294117647,0.0147058823529412,28.35,-0.0259129759129761,-0.000914037951074996,-0.00152339658512499,-0.0112014454788603
"61000",26,24,2,7,0,9,0,0,1,0,0,553,494,127.333333333333,100,18,2,139,218,19,80,73,0,46,72,6,4,8,12,2,0,0,129,160,11,6,382,46,5.15968586387435,1.45287958115183,5.0162348639661,5.08900523560209,3.25130890052356,1.34293193717278,9.82460732984293,5.6544502617801,0.281376518218623,0.338155515370705,0.441295546558704,0.77945106192941,0.294840294840295,0.333017417803082,0.130198915009042,0.0831826401446655,0.0343580470162749,0.748643761301989,0.180831826401447,0.0325497287522604,0.00361663652802893,24.9615384615385,-0.880363237693081,-0.03526878918339,-0.498988054372407,-0.451164606123333
"61008",16,0,16,1,1,1,1,0,4,1,3,98,82,19.6666666666667,25,3,0,30,39,2,15,15,0,16,11,0,0,0,4,0,17,11,21,20,0,1,59,16,6.86440677966102,2.33898305084746,5.76763250350821,5.03389830508475,7.32203389830508,0.915254237288135,13.728813559322,6.86440677966102,0.365853658536585,0.469387755102041,0.475609756097561,0.944997511199602,0.405797101449275,0.41133312448604,0.112244897959184,0.163265306122449,0.0204081632653061,0.704081632653061,0.255102040816327,0.0306122448979592,0,28.859375,-2.09031975557399,-0.0724312205504794,-0.158275630091788,-0.807528724958104
"61010",27,29,252,53,3,49,1,1,0,2.2,0,0,0,0,26,26,7,4,9,6,11,7,13,6,22,0,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-7,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,Inf,NA,0.0696864111498258,NA,Inf,-Inf,Inf,NA,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"61016",16,0,16,0,0,0,0,0,5,2,3,88,79,25,9,1,1,13,22,2,6,6,0,5,14,0,3,0,4,1,17,6,26,29,0,1,75,5,2.16,0.72,3.64356470689804,5.04,1.8,0.72,4.68,2.16,0.164556962025316,0.215909090909091,0.278481012658228,0.494390103567319,0.166666666666667,0.211447412407065,0.159090909090909,0.0568181818181818,0.0227272727272727,0.75,0.102272727272727,0.0113636363636364,0.0113636363636364,27.9375,2.61408702408702,0.0935691104818621,0.25991419578295,1.47678520331222
"61025",20,0,20,1,0,0,0,0,0,3,1,114,92,24.6666666666667,19,4,1,25,34,1,16,16,0,20,21,1,0,0,3,1,16,6,27,19,3,3,74,20,5.83783783783784,1.82432432432432,4.3803214636548,7.66216216216216,7.2972972972973,0.364864864864865,9.12162162162162,5.83783783783784,0.271739130434783,0.403508771929825,0.369565217391304,0.773073989321129,0.342857142857143,0.348551548205397,0.184210526315789,0.175438596491228,0.0087719298245614,0.62280701754386,0.166666666666667,0.0350877192982456,0.0087719298245614,28.75,-1.06375081375081,-0.0370000283043761,-0.101407484982364,-0.444769670975281
"61026",5,0,5,0,0,0,0,0,0,1,0,39,36,7.33333333333333,8,5,0,15,26,2,9,9,0,3,6,0,0,1,1,0,5,1,6,9,0,0,22,3,11.0454545454545,2.45454545454545,6.25992834326168,7.36363636363636,3.68181818181818,2.45454545454546,18.4090909090909,11.0454545454545,0.416666666666667,0.461538461538462,0.722222222222222,1.18376068376068,0.464285714285714,0.48636517376199,0.153846153846154,0.0769230769230769,0.0512820512820513,0.717948717948718,0.205128205128205,0.128205128205128,0,29.15,-6.27136752136752,-0.215141252877102,-0.175300280122083,-2.24743948874465
"61029",28,27,211,169,15,153,1,12,0,0.5,0,0,0,0,45,45,7,4,7,7,5,1,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-5,Inf,-Inf,Inf,Inf,NA,Inf,Inf,Inf,Inf,NA,Inf,NA,0.25,NA,Inf,-Inf,Inf,NA,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"61030",1,0,1,0,0,0,0,0,0,0,0,1,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,3.12356470689804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.5,4.77408702408702,0.161833458443628,0.00599383179420844,2.99691589710422
"61032",35,1,34,2,2,2,2,0,7,4,4,211,190,50.3333333333333,30,9,1,46,75,6,29,28,0,19,49,0,1,0,3,1,23,4,43,49,6,4,151,19,5.00662251655629,1.29139072847682,3.85866404464638,8.76158940397351,3.39735099337748,1.07284768211921,8.22516556291391,5.18543046357616,0.242105263157895,0.312796208530806,0.394736842105263,0.707533050636069,0.294117647058824,0.303288111428445,0.232227488151659,0.0900473933649289,0.028436018957346,0.644549763033175,0.14218009478673,0.042654028436019,0.004739336492891,28.4642857142857,-0.411343439489134,-0.0144512124287274,-0.080819743582883,-0.191515980054225
"61033",67,0,67,2,8,4,5,2,8,16,5,381,326,81.3333333333333,71,15,1,94,132,7,42,38,3,51,62,0,2,5,5,2,28,11,80,89,7,4,244,48,4.20491803278689,1.74590163934426,4.4883188052587,6.86065573770492,5.64344262295082,0.774590163934426,10.4016393442623,4.64754098360656,0.288343558282209,0.377952755905512,0.404907975460123,0.782860731365634,0.335907335907336,0.342959108312017,0.162729658792651,0.125984251968504,0.0183727034120735,0.679790026246719,0.186351706036745,0.0393700787401575,0.0026246719160105,28.6492537313433,0.126546040480466,0.00441707981880242,0.0399173139180663,0.0523849264016618
"61036",120,0,120,7,19,10,5,14,31,19,11,668,603,159.666666666667,105,27,0,151,235,19,77,74,2,54,116,1,5,4,11,5,53,13,155,182,9,12,479,52,4.17118997912317,1.2713987473904,4.19454591775399,6.53862212943633,3.04384133611691,1.07098121085595,8.51148225469729,4.34029227557411,0.250414593698176,0.311377245508982,0.38971807628524,0.701095321794223,0.27906976744186,0.301301881109276,0.173652694610778,0.0778443113772455,0.0284431137724551,0.709580838323353,0.157185628742515,0.0404191616766467,0,28.4854166666667,0.433794748512911,0.0152286608122722,0.270167723299199,0.202221349774849
"61048",85,69,16,32,0,24,0,0,7,5,3,1766,1614,415.333333333333,298,92,6,445,696,49,218,198,2,114,239,4,19,9,32,15,12,4,452,484,36,25,1246,112,4.29052969502408,1.34109149277689,4.3153785110714,5.17897271268058,2.47030497592295,1.06179775280899,9.64285714285714,4.7239165329053,0.275712515489467,0.323895809739524,0.431226765799257,0.755122575538781,0.294423791821561,0.319857327277396,0.135334088335221,0.0634201585503964,0.0277463193657984,0.763873159682899,0.168742921857305,0.0520951302378256,0.00339750849377123,24.5941176470588,0.0501704911817269,0.00203993865125414,0.0941393910912097,0.0266532817359031
"61057",26,19,153,89,41,47,1,7,0,4,0,0,0,0,47,46,5,5,8,8,5,4,12,4,14,0,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-8,Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA,Inf,NA,0.135135135135135,NA,Inf,-Inf,Inf,NA,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"61065",17,6,28,14,2,12,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,-Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Inf,NA,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,NA
"61082",11,16,116.2,89,9,80,0,7,0,0.1,0,0,0,0,23,23,4,3,1,1,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-3,NA,NA,Inf,NA,NA,Inf,Inf,NA,Inf,NA,Inf,NA,-2,NA,NA,-Inf,Inf,NA,Inf,Inf,Inf,NA,NA,NA,NA,NA
"61102",13,0,13,0,1,1,0,1,1,2,0,82,72,19,15,4,0,22,35,3,12,12,0,9,13,0,1,1,5,0,10,3,16,22,5,1,57,9,5.68421052631579,1.63157894736842,5.22882786479278,6.15789473684211,4.26315789473684,1.42105263157895,10.4210526315789,5.68421052631579,0.305555555555556,0.378048780487805,0.486111111111111,0.864159891598916,0.333333333333333,0.364893411286497,0.158536585365854,0.109756097560976,0.0365853658536585,0.695121951219512,0.182926829268293,0.0487804878048781,0,28.5,-0.910123502228766,-0.0319341579729392,-0.0674165557206493,-0.411076559272252
"61104",166,0,166,15,27,8,14,12,54,27,24,1025,907,237.333333333333,165,31,1,235,382,38,121,113,6,101,182,4,6,10,24,7,129,42,221,266,8,10,712,95,4.28511235955056,1.39044943820225,4.87216021251602,6.90168539325843,3.83005617977528,1.44101123595506,8.91151685393258,4.58848314606742,0.25909592061742,0.328780487804878,0.421168687982359,0.749949175787237,0.284271284271284,0.321974326287797,0.177560975609756,0.0926829268292683,0.0370731707317073,0.68,0.160975609756098,0.0302439024390244,0.000975609756097561,28.4021084337349,0.185603878019608,0.00653486266530672,0.172326748803644,0.0840618286847044
"61118",18,9,9,2,0,5,0,0,3,3,2,275,247,65.3333333333333,48,11,1,61,77,1,34,30,0,23,38,0,1,2,2,4,6,3,68,75,6,7,196,23,4.13265306122449,1.28571428571429,3.21540144159192,5.23469387755102,3.16836734693878,0.137755102040816,8.4030612244898,4.68367346938776,0.246963562753036,0.32,0.311740890688259,0.631740890688259,0.287081339712919,0.28124566029666,0.138181818181818,0.0836363636363636,0.00363636363636364,0.76,0.174545454545455,0.04,0.00363636363636364,25.9722222222222,0.0904135546992686,0.0034811636033943,0.0252706691209364,0.0459466711289752
"61146",50,0,50,2,7,1,1,6,15,7,7,256,231,60.3333333333333,45,11,0,63,95,7,28,26,0,18,36,1,4,3,3,2,22,7,70,65,1,5,181,18,3.87845303867403,1.34254143646409,4.33350945827926,5.37016574585635,2.68508287292818,1.04419889502762,9.39779005524862,4.1767955801105,0.272727272727273,0.32421875,0.411255411255411,0.735474161255411,0.291666666666667,0.313345417727817,0.140625,0.0703125,0.02734375,0.75390625,0.17578125,0.04296875,0,28.61,0.597291443976527,0.0208770165668132,0.13995333328123,0.273346354064901
"61173",28,0,28,0,0,2,0,0,5,4,3,175,152,41.6666666666667,17,13,1,36,66,5,21,20,1,16,28,1,3,3,6,2,19,5,45,43,1,0,125,15,4.32,1.224,4.41956470689804,6.048,3.456,1.08,7.776,4.536,0.236842105263158,0.302857142857143,0.434210526315789,0.737067669172932,0.254098360655738,0.311452171875736,0.16,0.0857142857142857,0.0285714285714286,0.708571428571429,0.0971428571428571,0.0742857142857143,0.00571428571428571,28.3303571428571,0.238087024087024,0.00840395420666457,0.0389071954012249,0.111163415432071
"61174",107,0,107,6,14,3,2,12,25,15,17,585,510,132.666666666667,89,27,1,133,210,16,71,64,4,61,115,3,7,2,12,4,55,22,136,125,9,4,398,57,4.34170854271357,1.4321608040201,4.24668028478749,7.80150753768844,4.13819095477387,1.08542713567839,9.02261306532663,4.81658291457286,0.26078431372549,0.331623931623932,0.411764705882353,0.743388637506285,0.303108808290155,0.319926833856306,0.196581196581197,0.0974358974358974,0.0273504273504274,0.664957264957265,0.152136752136752,0.0461538461538462,0.00170940170940171,28.6378504672897,-0.0424958904858412,-0.00148390643125888,-0.0218738799867049,-0.0186956239202606
"61175",1,0,1,0,0,0,0,0,1,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0.123564706898041,13.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,27,4.77408702408702,0.176818037929149,0.0392928973175887,3.27440810979906
"61201",7,0,7,1,0,0,0,0,2,1,0,46,43,12.6666666666667,8,1,0,9,10,0,1,1,0,3,11,0,0,0,1,0,6,2,12,11,1,2,38,3,0.710526315789474,0.947368421052632,2.09724891742436,7.81578947368421,2.13157894736842,0,6.39473684210526,0.710526315789474,0.209302325581395,0.260869565217391,0.232558139534884,0.493427704752275,0.28125,0.222735134374978,0.239130434782609,0.0652173913043478,0,0.695652173913043,0.173913043478261,0.0217391304347826,0,27.3928571428571,4.06356070829755,0.148343806821814,0.208780172564035,2.26934970178299
"61206",83,0,83,6,5,2,2,3,21,6,8,445,392,105,62,17,3,93,149,11,38,37,0,45,74,0,5,4,6,3,51,15,109,117,5,6,315,45,3.17142857142857,1.31428571428571,4.36165994499328,6.34285714285714,3.85714285714286,0.942857142857143,7.97142857142857,3.25714285714286,0.237244897959184,0.31685393258427,0.380102040816327,0.696955973400596,0.262820512820513,0.300371205407457,0.166292134831461,0.101123595505618,0.0247191011235955,0.701123595505618,0.139325842696629,0.0382022471910112,0.00674157303370787,28.4457831325301,1.51694416694417,0.0533275586007479,0.622154850342059,0.699050393642763
"61207",7,0,7,0,0,0,0,0,1,0,3,46,39,10.3333333333333,7,2,0,11,19,2,6,4,0,5,6,0,2,1,1,0,6,1,10,11,1,1,31,5,3.48387096774194,1.54838709677419,5.93001631980127,5.2258064516129,4.35483870967742,1.74193548387097,9.58064516129032,5.2258064516129,0.282051282051282,0.347826086956522,0.487179487179487,0.835005574136009,0.272727272727273,0.344293059706727,0.130434782608696,0.108695652173913,0.0434782608695652,0.717391304347826,0.152173913043478,0.0434782608695652,0,28.4285714285714,-0.451719427525878,-0.0158896281039254,-0.0182436470822847,-0.198300511763964
"61210",259,1,258,18,66,23,21,43,79,53,48,1345,1196,308.333333333333,219,51,7,320,514,43,170,154,6,129,275,2,10,10,23,8,107,50,303,294,21,16,925,123,4.49513513513514,1.43675675675676,4.34951065284399,8.02702702702703,3.76540540540541,1.25513513513514,9.34054054054054,4.96216216216216,0.267558528428094,0.335315985130112,0.429765886287625,0.765081871417737,0.311936936936937,0.326810715157883,0.204460966542751,0.0914498141263941,0.0319702602230483,0.661710037174721,0.162825278810409,0.0379182156133829,0.00520446096654275,28.7065637065637,-0.188075138075138,-0.00655164233509897,-0.224454413332094,-0.0834403023539384
"61213",92,0,92,3,6,1,3,3,16,19,12,504,442,121.333333333333,68,24,2,113,198,19,59,56,2,50,102,3,8,5,9,1,69,26,108,128,10,11,364,48,4.15384615384615,1.32692307692308,4.66477349810683,7.56593406593407,3.70879120879121,1.40934065934066,8.38186813186813,4.37637362637363,0.255656108597285,0.321428571428571,0.447963800904977,0.769392372333549,0.285714285714286,0.324548591669099,0.202380952380952,0.0952380952380952,0.0376984126984127,0.658730158730159,0.134920634920635,0.0476190476190476,0.00396825396825397,28.5027173913043,0.397713397713398,0.0139535256324273,0.188114197414946,0.186621227594193
"61232",1,1,0,0,0,1,0,0,0,0,0,18,16,2.33333333333333,8,0,0,9,12,1,5,3,0,2,2,0,0,0,1,0,0,0,2,2,0,0,7,2,11.5714285714286,4.71428571428571,9.55213613546947,7.71428571428571,7.71428571428571,3.85714285714286,34.7142857142857,19.2857142857143,0.5625,0.611111111111111,0.75,1.36111111111111,0.615384615384615,0.570653162142609,0.111111111111111,0.111111111111111,0.0555555555555556,0.722222222222222,0.444444444444444,0,0,30.25,-14.5116272616273,-0.479723215260405,-0.124372685437883,-3.45479681771897
"61236",8,4,35,14,0,14,0,0,0,0.1,0,0,0,0,9,9,3,3,2,0,1,1,2,1,2,0,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,Inf,Inf,-Inf,Inf,Inf,NA,Inf,Inf,Inf,NA,Inf,NA,-1.25,NA,Inf,-Inf,NA,NA,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"61239",5,0,5,2,0,0,0,0,2,2,0,44,39,9.66666666666667,11,4,0,16,23,1,8,8,0,3,5,0,1,0,2,1,7,3,6,12,2,2,29,3,7.44827586206897,1.96551724137931,4.36494401724287,4.6551724137931,2.79310344827586,0.931034482758621,14.8965517241379,7.44827586206897,0.41025641025641,0.454545454545455,0.58974358974359,1.04428904428904,0.441176470588235,0.435242762602357,0.113636363636364,0.0681818181818182,0.0227272727272727,0.772727272727273,0.25,0.0909090909090909,0,28.3,-2.67418883798194,-0.0944943052290439,-0.101493883394158,-1.15333958402453
"61241",23,0,23,1,1,0,0,1,4,6,3,128,112,29.6666666666667,22,1,1,29,47,5,15,12,0,12,29,0,2,0,4,2,20,7,21,32,2,3,89,12,3.64044943820225,1.38202247191011,4.57300290914523,8.79775280898876,3.64044943820225,1.51685393258427,8.79775280898876,4.55056179775281,0.258928571428571,0.3359375,0.419642857142857,0.755580357142857,0.3,0.322407956340514,0.2265625,0.09375,0.0390625,0.625,0.171875,0.0078125,0.0078125,28.554347826087,0.223525226334215,0.00782806274181491,0.0258036142230195,0.10079536805867
