"CID","G","GS","RA","W","SVO","L","BS","SV","SD","MD","HLD","BF","AB","IP","X1B","X2B","X3B","HA","TB","HR","R","ER","IBB","BB","K","SH","SF","WP","DP","HP","IR","IRS","GB","FB","SB","CS","outs","UBB","ERA","WHIP","FIP","K9","BB9","HR9","H9","R9","BAA","OBPA","SLGA","OPSA","pBABIP","WOBAa","Krate","BBrate","HRrate","BIPrate","X1Brate","X2Brate","X3Brate","dRPW","RAA9","WPGAA","fWAA","fWAA.500"
"62439",11,9,2,5,0,0,0,0,0,1,0,259,240,64.3333333333333,41,19,0,62,87,2,23,23,0,13,25,1,3,2,4,2,3,1,64,91,1,6,193,13,3.21761658031088,1.16580310880829,3.3567253286597,3.49740932642487,1.81865284974093,0.27979274611399,8.67357512953368,3.21761658031088,0.258333333333333,0.297297297297297,0.3625,0.659797297297297,0.277777777777778,0.283042411503328,0.0965250965250965,0.0501930501930502,0.00772200772200772,0.837837837837838,0.158301158301158,0.0733590733590734,0,22.7954545454545,1.55647044377614,0.0682798599463113,0.48807455443104,0.942228869557993
"62444",8,4,4,0,2,3,0,1,0,0,0,112,103,25,12,11,3,30,59,4,18,18,0,8,6,0,0,1,1,1,4,3,34,32,2,1,75,8,6.48,1.52,5.68356470689804,2.16,2.88,1.44,10.8,6.48,0.29126213592233,0.348214285714286,0.572815533980582,0.921029819694868,0.279569892473118,0.378132813381674,0.0535714285714286,0.0714285714285714,0.0357142857142857,0.830357142857143,0.107142857142857,0.0982142857142857,0.0267857142857143,27,-1.70591297591298,-0.063181962070851,-0.175505450196808,-0.783506474092894
"62447",10,0,10,1,0,0,0,0,1,0,1,47,42,10.6666666666667,13,2,0,15,17,0,6,6,0,5,3,0,0,1,3,0,8,4,13,11,0,1,32,5,5.0625,1.875,3.96731470689804,2.53125,4.21875,0,12.65625,5.0625,0.357142857142857,0.425531914893617,0.404761904761905,0.830293819655522,0.384615384615385,0.365773623448546,0.0638297872340425,0.106382978723404,0,0.829787234042553,0.276595744680851,0.0425531914893617,0,28.85,-0.288412975912976,-0.00999698356717422,-0.0118482768203546,-0.126045498088879
"62448",149,4,145,11,49,13,14,35,42,31,20,673,564,146.666666666667,101,29,4,150,235,16,101,95,2,92,119,3,5,6,12,9,63,18,133,164,6,8,440,90,5.82954545454546,1.63636363636364,4.75992834326168,7.30227272727273,5.64545454545455,0.981818181818182,9.20454545454546,6.19772727272727,0.265957446808511,0.36998514115899,0.416666666666667,0.786651807825656,0.308755760368664,0.342476254939625,0.176820208023774,0.133729569093611,0.0237741456166419,0.649331352154532,0.150074294205052,0.0430906389301634,0.00594353640416048,29.0318791946309,-1.42364024864025,-0.0490371373859787,-0.799123720364097,-0.59370261542652
"62452",4,0,4,0,0,0,0,0,1,0,0,21,19,5.33333333333333,2,2,0,5,10,1,2,2,0,1,6,0,1,0,0,0,5,0,2,7,0,0,16,1,3.375,1.125,3.87356470689804,10.125,1.6875,1.6875,8.4375,3.375,0.263157894736842,0.285714285714286,0.526315789473684,0.81203007518797,0.307692307692308,0.323421635383169,0.285714285714286,0.0476190476190476,0.0476190476190476,0.619047619047619,0.0952380952380952,0.0952380952380952,0,28.375,1.39908702408702,0.0493070316858863,0.0292189817397845,0.69569004142344
"62453",16,0,16,1,1,1,1,0,2,1,1,112,100,29,17,4,0,22,29,1,11,11,1,8,12,0,3,0,1,1,11,2,28,41,0,2,87,7,3.41379310344828,1,3.46839229310494,3.72413793103448,2.48275862068966,0.310344827586207,6.82758620689655,3.41379310344828,0.22,0.267857142857143,0.29,0.557857142857143,0.233333333333333,0.244450330680582,0.107142857142857,0.0625,0.00892857142857143,0.803571428571429,0.151785714285714,0.0357142857142857,0,27.796875,1.36029392063875,0.0489369369988082,0.157685685885049,0.703953954843968
"62454",26,0,26,1,1,1,0,1,7,3,3,133,96,30.3333333333333,13,5,1,19,26,0,7,7,2,30,22,2,3,1,3,2,10,1,33,27,2,4,91,28,2.07692307692308,1.54945054945055,4.44224602557936,6.52747252747253,8.9010989010989,0,5.63736263736264,2.07692307692308,0.197916666666667,0.368421052631579,0.270833333333333,0.639254385964912,0.246753246753247,0.30777050573721,0.165413533834586,0.210526315789474,0,0.593984962406015,0.0977443609022556,0.037593984962406,0.0075187969924812,28.4519230769231,2.69716394716395,0.0947972458617947,0.319501828645308,1.20113469415529
"62455",117,0,117,11,16,8,6,10,28,28,8,564,478,125.666666666667,82,32,2,131,212,15,77,75,5,72,98,3,6,4,10,5,79,29,115,139,5,8,377,67,5.37135278514589,1.57559681697613,4.71507664323756,7.01856763925729,5.15649867374005,1.07427055702918,9.38196286472148,5.51458885941645,0.274058577405858,0.359929078014184,0.443514644351464,0.803443722365649,0.31266846361186,0.345558567180683,0.173758865248227,0.118794326241135,0.0265957446808511,0.663120567375887,0.145390070921986,0.0567375886524823,0.00354609929078014,28.8824786324786,-0.740501835329422,-0.0256384448423592,-0.35798865576183,-0.317365829576091
"62463",14,0,14,0,4,1,1,3,6,2,1,68,57,15,10,3,1,15,23,1,7,7,0,11,10,0,0,0,0,0,4,2,13,19,0,0,45,11,4.2,1.73333333333333,4.85689804023137,6,6.6,0.6,9,4.2,0.263157894736842,0.382352941176471,0.403508771929825,0.785861713106295,0.304347826086957,0.344153891840121,0.147058823529412,0.161764705882353,0.0147058823529412,0.676470588235294,0.147058823529412,0.0441176470588235,0.0147058823529412,28.7678571428571,0.574087024087024,0.0199558493785682,0.0332597489642803,0.244556977678531
"62464",13,0,13,1,1,0,1,0,3,1,0,81,72,19.3333333333333,11,3,1,16,24,1,4,4,0,9,17,0,0,1,2,0,6,0,16,22,1,0,58,9,1.86206896551724,1.29310344827586,3.43390953448425,7.91379310344828,4.18965517241379,0.46551724137931,7.44827586206897,1.86206896551724,0.222222222222222,0.308641975308642,0.333333333333333,0.641975308641975,0.277777777777778,0.282584371975607,0.209876543209877,0.111111111111111,0.0123456790123457,0.666666666666667,0.135802469135802,0.037037037037037,0.0123456790123457,28,2.91201805856978,0.104000644948921,0.223408792853237,1.37906662255085
"62465",20,18,2,6,0,8,0,0,1,0,0,454,385,98,79,18,3,108,156,8,64,59,0,53,46,3,9,5,7,3,1,1,133,104,1,2,294,53,5.41836734693878,1.64285714285714,4.86846266608171,4.22448979591837,4.86734693877551,0.73469387755102,9.91836734693877,5.87755102040816,0.280519480519481,0.361233480176211,0.405194805194805,0.766428285371017,0.294117647058824,0.331997165547658,0.101321585903084,0.116740088105727,0.0176211453744493,0.757709251101322,0.174008810572687,0.039647577092511,0.0066079295154185,25.05,-1.10346399632114,-0.0440504589349756,-0.479660552847512,-0.528260520757172
"62466",107,1,106,8,24,10,1,23,33,19,9,593,531,137,112,18,6,149,218,13,61,60,3,54,62,2,4,6,16,2,53,16,171,149,1,4,411,51,3.94160583941606,1.45985401459854,4.5688201813506,4.07299270072993,3.54744525547445,0.854014598540146,9.78832116788321,4.00729927007299,0.28060263653484,0.340640809443508,0.410546139359699,0.751186948803206,0.295652173913043,0.323518350905632,0.104553119730185,0.0860033726812816,0.0219224283305228,0.779089376053963,0.188870151770658,0.03035413153457,0.0101180438448567,28.5070093457944,0.766787754014031,0.0268982180737649,0.409450652900643,0.345236638196158
"62471",22,11,11,3,4,9,1,2,1,3,0,332,295,78.3333333333333,43,19,1,69,108,6,41,38,0,29,26,0,6,2,2,2,3,2,107,94,5,6,235,29,4.36595744680851,1.25106382978723,4.5661178983874,2.98723404255319,3.33191489361702,0.68936170212766,7.92765957446809,4.71063829787234,0.233898305084746,0.301204819277108,0.366101694915254,0.667306514192363,0.234200743494424,0.28638321995464,0.0783132530120482,0.0873493975903614,0.0180722891566265,0.810240963855422,0.129518072289157,0.0572289156626506,0.00301204819277108,26.0568181818182,0.0634487262146832,0.00243501435102142,0.0211936434255568,0.0319181376890916
"62472",84,45,39,23,4,21,2,2,7,3,0,1510,1304,336.666666666667,241,66,7,354,554,40,202,189,4,174,238,4,16,6,27,12,30,7,315,407,40,17,1010,170,5.05247524752475,1.55643564356436,4.76910926135349,6.36237623762376,4.65148514851485,1.06930693069307,9.46336633663366,5.4,0.271472392638037,0.354966887417219,0.424846625766871,0.77981351318409,0.301343570057582,0.335470576692857,0.157615894039735,0.112582781456954,0.0264900662251656,0.692715231788079,0.159602649006623,0.0437086092715232,0.00463576158940397,25.7916666666667,-0.625912975912976,-0.0242680313762705,-0.907804136667895,-0.300597396247647
"62475",11,9,2,0,0,4,0,0,0,1,0,180,158,34.3333333333333,34,18,0,60,102,8,46,45,0,19,11,0,2,2,2,1,1,1,47,41,2,2,103,19,11.7961165048544,2.30097087378641,7.17210839621843,2.88349514563107,4.98058252427184,2.09708737864078,15.7281553398058,12.0582524271845,0.379746835443038,0.444444444444444,0.645569620253165,1.09001406469761,0.368794326241135,0.448570895709462,0.0611111111111111,0.105555555555556,0.0444444444444444,0.783333333333333,0.188888888888889,0.1,0,28.4545454545455,-7.28416540309744,-0.255993033335693,-0.976566016058384,-2.71268337793996
"62486",14,0,14,0,1,0,1,0,5,2,2,70,61,16,13,2,0,15,17,0,6,6,0,8,10,0,1,3,1,0,8,3,19,17,4,1,48,8,3.375,1.4375,3.37356470689804,5.625,4.5,0,8.4375,3.375,0.245901639344262,0.328571428571429,0.278688524590164,0.607259953161593,0.288461538461538,0.27522145496277,0.142857142857143,0.114285714285714,0,0.742857142857143,0.185714285714286,0.0285714285714286,0,28.6071428571429,1.39908702408702,0.0489069122027923,0.086945621693853,0.621040154956093
"62489",15,0,15,1,1,0,1,0,1,2,1,77,70,20.3333333333333,7,4,0,11,15,0,5,5,0,7,11,0,0,0,1,0,3,2,23,24,4,2,61,7,2.21311475409836,0.885245901639344,3.07438437902919,4.86885245901639,3.0983606557377,0,4.86885245901639,2.21311475409836,0.157142857142857,0.233766233766234,0.214285714285714,0.448051948051948,0.186440677966102,0.205007782751604,0.142857142857143,0.0909090909090909,0,0.766233766233766,0.0909090909090909,0.051948051948052,0,28.2166666666667,2.56097226998866,0.0907609782630359,0.205052580520192,1.33151026311813
"62494",58,0,58,0,9,7,5,4,6,12,3,315,294,71.6666666666667,71,16,0,93,127,6,42,40,3,19,20,0,0,2,7,2,33,10,90,91,3,3,215,16,5.02325581395349,1.52093023255814,4.32356470689804,2.51162790697674,2.38604651162791,0.753488372093023,11.6790697674419,5.27441860465116,0.316326530612245,0.352380952380952,0.431972789115646,0.784353741496599,0.324626865671642,0.337409982984249,0.0634920634920635,0.0507936507936508,0.019047619047619,0.850793650793651,0.225396825396825,0.0507936507936508,0,28.6896551724138,-0.500331580564138,-0.0174394421110096,-0.138869631624706,-0.220427986705883
"62502",4,4,0,0,0,3,0,0,0,0,0,76,54,14.3333333333333,8,3,0,13,22,2,17,15,0,19,11,1,2,0,0,0,0,0,13,19,1,0,43,19,9.41860465116279,2.23255813953488,7.37937866038641,6.90697674418605,11.9302325581395,1.25581395348837,8.16279069767442,10.6744186046512,0.240740740740741,0.421052631578947,0.407407407407407,0.828460038986355,0.255813953488372,0.368014253175664,0.144736842105263,0.25,0.0263157894736842,0.578947368421053,0.105263157894737,0.0394736842105263,0,27.8125,-5.90033158056414,-0.212146753458486,-0.337863348100552,-2.22278518487205
"62506",1,0,1,0,0,0,0,0,0,0,0,7,6,1.33333333333333,1,1,0,2,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,4,1,13.5,2.25,3.87356470689804,6.75,6.75,0,13.5,13.5,0.333333333333333,0.428571428571429,0.5,0.928571428571429,0.4,0.396520220758893,0.142857142857143,0.142857142857143,0,0.714285714285714,0.142857142857143,0.142857142857143,0,29.5,-8.72591297591298,-0.29579366020044,-0.0438212829926578,-3.1300916423327
"62508",7,7,0,2,0,4,0,0,0,0,0,167,149,40,22,8,0,35,58,5,18,18,0,16,25,1,0,1,5,1,0,0,36,53,0,0,120,16,4.05,1.275,4.69856470689804,5.625,3.6,1.125,7.875,4.05,0.23489932885906,0.311377245508982,0.389261744966443,0.700638990475425,0.252100840336134,0.302957187033269,0.149700598802395,0.0958083832335329,0.029940119760479,0.718562874251497,0.131736526946108,0.0479041916167665,0,23.3571428571429,0.724087024087024,0.0310006676979154,0.137780745324068,0.412517201569067
"62509",14,6,8,3,0,1,0,0,1,1,0,236,219,55.3333333333333,44,9,1,59,85,5,24,23,0,13,37,1,0,1,5,3,6,3,57,65,1,1,166,13,3.74096385542169,1.30120481927711,3.66573338159684,6.01807228915663,2.1144578313253,0.813253012048193,9.59638554216868,3.90361445783133,0.269406392694064,0.317796610169492,0.388127853881279,0.70592446405077,0.305084745762712,0.304377212318794,0.156779661016949,0.0550847457627119,0.0211864406779661,0.754237288135593,0.186440677966102,0.038135593220339,0.00423728813559322,25.3571428571429,0.870472566255698,0.0343284955706472,0.211056676471387,0.447153975574972
"62512",97,0,97,9,15,2,4,11,25,13,6,548,465,121.666666666667,80,25,0,115,170,10,61,56,5,71,82,2,6,4,7,4,49,24,115,155,2,2,365,66,4.14246575342466,1.48767123287671,4.47150991237749,6.06575342465753,5.25205479452055,0.73972602739726,8.50684931506849,4.51232876712329,0.247311827956989,0.337591240875912,0.365591397849462,0.703182638725375,0.277044854881267,0.310106021845612,0.14963503649635,0.12043795620438,0.0182481751824818,0.695255474452555,0.145985401459854,0.0456204379562044,0,28.590206185567,0.261758256963737,0.00915552183376273,0.123769091456422,0.11292800315367
"62513",11,6,5,0,0,4,0,0,0,0,0,170,152,40,32,12,2,47,66,1,24,19,0,14,14,0,3,1,7,1,8,3,46,45,3,3,120,14,4.275,1.525,3.79856470689804,3.15,3.15,0.225,10.575,5.4,0.309210526315789,0.364705882352941,0.434210526315789,0.798916408668731,0.328571428571429,0.339914195228678,0.0823529411764706,0.0823529411764706,0.00588235294117647,0.823529411764706,0.188235294117647,0.0705882352941176,0.0117647058823529,26.1818181818182,-0.625912975912976,-0.0239063983855651,-0.1062506594914,-0.312501939680589
"62525",70,53,17,21,3,17,2,1,7,5,3,1577,1420,359.666666666667,283,84,14,405,589,24,205,190,3,119,108,2,21,11,23,15,8,0,454,457,30,25,1079,116,4.75440222428174,1.44856348470806,4.35804107390453,2.70250231696015,2.97775718257646,0.600556070435588,10.1343836886006,5.12974976830398,0.285211267605634,0.339885859226379,0.414788732394366,0.754674591620745,0.291061879297173,0.322426950479592,0.0684844641724794,0.0735573874445149,0.0152187698161065,0.831325301204819,0.179454660748256,0.0532656943563729,0.00887761572606214,24.4892857142857,-0.355662744216961,-0.0145231979554833,-0.580390021998759,-0.184017128090919
"62526",93,0,93,10,15,6,9,6,29,18,17,465,431,109.666666666667,90,26,1,123,169,6,51,47,3,21,64,1,8,2,10,4,57,16,135,111,7,4,329,18,3.85714285714286,1.28571428571429,3.16003887103178,5.25227963525836,1.72340425531915,0.492401215805471,10.0942249240122,4.1854103343465,0.28538283062645,0.311827956989247,0.392111368909513,0.70393932589876,0.317073170731707,0.299976902829988,0.137634408602151,0.0387096774193548,0.0129032258064516,0.795698924731183,0.193548387096774,0.0559139784946237,0.0021505376344086,28.6424731182796,0.588676689740519,0.020552578937914,0.250436980391618,0.269287075689912
"62530",3,0,3,0,0,0,0,0,0,0,0,32,27,6.66666666666667,5,2,0,9,17,2,7,7,0,5,2,0,0,0,1,0,3,1,9,7,1,0,20,5,9.45,2.1,8.67356470689804,2.7,6.75,2.7,12.15,9.45,0.333333333333333,0.4375,0.62962962962963,1.06712962962963,0.304347826086957,0.440569366134415,0.0625,0.15625,0.0625,0.71875,0.15625,0.0625,0,28.4166666666667,-4.67591297591298,-0.164548257216879,-0.121887597938429,-1.90449371778795
"62534",7,5,2,3,0,1,0,0,1,0,0,153,140,38.3333333333333,21,7,0,35,63,7,13,13,1,11,16,1,0,3,5,1,1,1,41,49,0,3,115,10,3.05217391304348,1.17391304347826,5.44530383733282,3.75652173913043,2.58260869565217,1.64347826086957,8.21739130434783,3.05217391304348,0.25,0.300653594771242,0.45,0.750653594771242,0.239316239316239,0.317365910342664,0.104575163398693,0.065359477124183,0.0457516339869281,0.77124183006536,0.137254901960784,0.0457516339869281,0,23.1785714285714,1.72191311104355,0.0742890094132809,0.316416151204715,1.03403970981933
"62535",78,0,78,6,7,4,5,2,21,19,9,449,404,106,80,19,1,102,129,2,43,40,2,39,36,1,3,3,12,2,42,18,145,120,2,2,318,37,3.39622641509434,1.31132075471698,3.73677225406785,3.05660377358491,3.31132075471698,0.169811320754717,8.66037735849057,3.65094339622642,0.252475247524752,0.314031180400891,0.319306930693069,0.63333811109396,0.2710027100271,0.280400885951838,0.0801781737193764,0.0824053452115813,0.0044543429844098,0.824053452115813,0.178173719376392,0.0423162583518931,0.0022271714922049,28.375,1.12314362786061,0.0395821542858364,0.466189817144296,0.519142335349995
"62537",22,17,5,5,4,11,1,2,1,0,0,478,428,110,90,23,4,128,192,11,67,67,0,42,52,1,6,2,12,1,9,4,116,137,2,5,330,42,5.48181818181818,1.54545454545455,4.62356470689804,4.25454545454545,3.43636363636364,0.9,10.4727272727273,5.48181818181818,0.299065420560748,0.357740585774059,0.448598130841121,0.80633871661518,0.315363881401617,0.342375999705327,0.108786610878661,0.0878661087866109,0.0230125523012552,0.778242677824268,0.188284518828452,0.0481171548117155,0.00836820083682008,24.7840909090909,-0.707731157731159,-0.028555865144586,-0.349016129544939,-0.365079633415209
"62538",118,1,117,9,20,8,3,17,29,22,11,660,594,150.333333333333,103,40,3,157,236,11,91,84,7,61,138,0,2,6,7,3,67,25,169,125,10,7,451,54,5.02882483370288,1.40354767184035,3.31646936321733,8.26164079822616,3.65188470066519,0.658536585365854,9.39911308203991,5.44789356984479,0.264309764309764,0.324242424242424,0.397306397306397,0.721548821548821,0.32662192393736,0.311606376736472,0.209090909090909,0.0818181818181818,0.0166666666666667,0.677272727272727,0.156060606060606,0.0606060606060606,0.00454545454545455,28.6673728813559,-0.673806545757765,-0.023504300465425,-0.392608870737284,-0.29743096267976
"62542",149,1,148,13,31,11,9,22,44,31,24,786,608,164.666666666667,106,26,1,137,177,4,82,79,4,164,118,7,2,9,17,5,73,28,193,155,8,10,494,160,4.31781376518219,1.80364372469636,4.92113555710047,6.44939271255061,8.96356275303644,0.218623481781377,7.48785425101215,4.48178137651822,0.225328947368421,0.384223918575064,0.291118421052632,0.675342339627695,0.272540983606557,0.319013807188544,0.150127226463104,0.203562340966921,0.00508905852417303,0.629770992366412,0.134860050890585,0.0330788804071247,0.00127226463104326,28.755033557047,0.292305647568805,0.0101653732028829,0.185988680082376,0.118313409721613
"62545",31,1,30,1,2,1,2,0,4,5,4,224,202,51.6666666666667,34,13,0,51,76,4,22,21,2,21,30,0,0,2,2,1,29,17,71,47,4,4,155,19,3.65806451612903,1.35483870967742,4.07195180367223,5.2258064516129,3.65806451612903,0.696774193548387,8.88387096774194,3.83225806451613,0.252475247524752,0.316964285714286,0.376237623762376,0.693201909476662,0.279761904761905,0.301539646766118,0.133928571428571,0.0848214285714286,0.0178571428571429,0.75,0.151785714285714,0.0580357142857143,0,28.0322580645161,0.941828959570894,0.0335980411354404,0.192877643555306,0.430530454364523
"62550",13,8,5,1,0,5,0,0,1,2,1,220,187,48,33,7,0,49,83,9,36,32,0,25,33,0,1,3,4,7,6,2,44,60,4,0,144,25,6,1.54166666666667,5.74856470689804,6.1875,4.6875,1.6875,9.1875,6.75,0.262032085561497,0.368181818181818,0.443850267379679,0.812032085561497,0.273972602739726,0.349605513614678,0.15,0.113636363636364,0.0409090909090909,0.663636363636364,0.15,0.0318181818181818,0,26.5384615384615,-1.97591297591298,-0.0744546918459962,-0.397091689845313,-0.902481113284802
"62561",54,35,19,10,0,15,0,0,2,1,0,947,851,207.666666666667,185,44,4,262,401,29,133,121,1,79,52,4,5,6,16,8,17,6,278,257,2,11,623,78,5.24398073836276,1.63723916532905,5.56497722696225,2.25361155698234,3.42375601926164,1.25682182985554,11.354735152488,5.76404494382022,0.307873090481786,0.367476240760296,0.471210340775558,0.838686581535854,0.300645161290323,0.356837829699003,0.0549102428722281,0.0823653643083421,0.030623020063358,0.82259767687434,0.195353748680042,0.0464625131995776,0.00422386483632524,26.0787037037037,-0.989957919733201,-0.0379603959990008,-0.875900989162129,-0.462460923528051
"62566",11,4,7,1,1,2,0,1,2,0,0,148,126,30.6666666666667,30,4,0,40,62,6,22,22,0,20,8,1,0,2,5,1,9,0,39,40,1,1,92,20,6.45652173913043,1.95652173913043,7.10182557646326,2.34782608695652,5.8695652173913,1.76086956521739,11.7391304347826,6.45652173913043,0.317460317460317,0.412162162162162,0.492063492063492,0.904225654225654,0.303571428571429,0.388346183237288,0.0540540540540541,0.135135135135135,0.0405405405405405,0.763513513513513,0.202702702702703,0.027027027027027,0,27.3181818181818,-1.68243471504341,-0.0615866285040849,-0.209850734162067,-0.708955182979957
"62567",40,0,40,3,4,2,1,3,11,8,4,222,194,52,38,7,1,47,59,1,22,18,2,26,25,0,1,3,7,1,30,6,52,69,1,2,156,24,3.11538461538462,1.36538461538462,3.79664162997496,4.32692307692308,4.5,0.173076923076923,8.13461538461539,3.80769230769231,0.242268041237113,0.324324324324324,0.304123711340206,0.628448035664531,0.272189349112426,0.283266901545073,0.112612612612613,0.108108108108108,0.0045045045045045,0.761261261261261,0.171171171171171,0.0315315315315315,0.0045045045045045,28.4625,0.966394716394716,0.0339532618847507,0.196174402000782,0.441834238740499
"62580",26,0,26,1,7,3,2,5,9,8,4,151,136,33,36,8,0,47,64,3,21,20,1,8,16,1,4,1,2,2,20,10,43,34,5,4,99,7,5.45454545454546,1.63636363636364,3.97204955538289,4.36363636363636,2.18181818181818,0.818181818181818,12.8181818181818,5.72727272727273,0.345588235294118,0.370860927152318,0.470588235294118,0.841449162446436,0.363636363636364,0.356372634920099,0.105960264900662,0.0463576158940397,0.0198675496688742,0.80794701986755,0.23841059602649,0.0529801324503311,0,28.7019230769231,-0.953185703185704,-0.0332098201444935,-0.12176934052981,-0.403209736853674
"62588",13,0,13,1,0,0,0,0,2,2,1,70,56,17.6666666666667,3,3,0,6,9,0,3,3,1,12,8,0,0,0,1,1,6,0,21,21,1,2,53,11,1.52830188679245,0.962264150943396,4.08582885784144,4.07547169811321,6.11320754716981,0,3.05660377358491,1.52830188679245,0.107142857142857,0.257142857142857,0.160714285714286,0.417857142857143,0.125,0.214383812821669,0.114285714285714,0.157142857142857,0,0.7,0.0428571428571429,0.0428571428571429,0,28.1346153846154,3.24578513729457,0.11536625231669,0.226459680473503,1.61756914623931
"62589",114,81,33,41,5,28,2,3,6,6,3,2435,2271,584.666666666667,392,123,17,602,969,70,279,265,1,119,340,7,18,15,34,20,19,6,655,669,59,39,1754,118,4.07924743443558,1.23147092360319,4.12242445604285,5.23375142531357,1.83181299885975,1.07753705815279,9.26681870011403,4.29475484606613,0.265081461911052,0.303901437371663,0.42668428005284,0.730585717424503,0.283129324108568,0.307970362112305,0.139630390143737,0.0484599589322382,0.0287474332648871,0.774537987679671,0.160985626283368,0.0505133470225873,0.00698151950718686,24.1425438596491,0.479332178020889,0.0198542531726338,1.2897911135111,0.264844171152176
"62592",3,1,2,2,0,0,0,0,0,0,0,49,41,11.3333333333333,8,1,0,9,10,0,2,2,0,7,10,0,1,1,0,0,1,0,9,14,0,0,34,7,1.58823529411765,1.41176470588235,3.21180000101569,7.94117647058824,5.55882352941176,0,7.14705882352941,1.58823529411765,0.219512195121951,0.326530612244898,0.24390243902439,0.570433051269288,0.28125,0.265537515136027,0.204081632653061,0.142857142857143,0,0.653061224489796,0.163265306122449,0.0204081632653061,0,24.8333333333333,3.18585172996938,0.128289331408163,0.161549528439909,1.64846457591744
"62593",20,8,12,4,0,2,0,0,4,2,3,251,221,57.3333333333333,44,11,0,60,86,5,34,34,2,26,36,0,3,2,6,1,7,1,67,61,1,1,172,24,5.33720930232558,1.46511627906977,4.2572856371306,5.65116279069767,4.08139534883721,0.784883720930233,9.41860465116279,5.33720930232558,0.271493212669683,0.338645418326693,0.389140271493213,0.727785689819906,0.300546448087432,0.315653413839186,0.143426294820717,0.0956175298804781,0.0199203187250996,0.729083665338645,0.175298804780877,0.0438247011952191,0,26.975,-0.563122278238557,-0.0208757100366472,-0.1329860046779,-0.264912359916136
"62594",58,0,58,6,8,4,3,4,17,13,10,312,266,66.3333333333333,50,17,0,81,140,14,49,45,2,36,39,3,2,4,4,5,41,12,75,73,7,4,199,34,6.10552763819096,1.73366834170854,6.229092345089,5.29145728643216,4.88442211055276,1.89949748743719,10.9899497487437,6.64824120603015,0.304511278195489,0.384615384615385,0.526315789473684,0.910931174089069,0.311627906976744,0.385293678652765,0.125,0.108974358974359,0.0448717948717949,0.698717948717949,0.16025641025641,0.0544871794871795,0,28.9181034482759,-1.87415418194313,-0.0648090282025348,-0.47766654119646,-0.765491251917404
"62599",11,0,11,0,0,0,0,0,5,1,4,65,54,14.6666666666667,13,0,0,14,17,1,7,7,0,11,15,0,0,1,1,0,8,0,10,15,0,1,44,11,4.29545454545455,1.70454545454545,4.21447379780713,9.20454545454546,6.75,0.613636363636364,8.59090909090909,4.29545454545455,0.259259259259259,0.384615384615385,0.314814814814815,0.699430199430199,0.342105263157895,0.320651294308064,0.230769230769231,0.169230769230769,0.0153846153846154,0.584615384615385,0.2,0,0,28.4772727272727,0.478632478632478,0.0168075251874134,0.0273900410461552,0.210692623431963
"62606",2,0,2,0,0,0,0,0,1,0,0,18,15,4.33333333333333,3,0,0,4,7,1,3,3,0,3,2,0,0,0,2,0,2,0,5,4,0,0,13,3,6.23076923076923,1.61538461538462,7.27741086074419,4.15384615384615,6.23076923076923,2.07692307692308,8.30769230769231,6.23076923076923,0.266666666666667,0.388888888888889,0.466666666666667,0.855555555555556,0.25,0.367499158786146,0.111111111111111,0.166666666666667,0.0555555555555556,0.666666666666667,0.166666666666667,0,0,27.875,-1.45668220668221,-0.0522576576388236,-0.0251610944186928,-0.698919289408135
"62610",27,9,18,4,3,4,1,2,2,3,1,350,331,87,65,14,3,85,114,3,34,32,1,12,30,1,4,3,6,2,10,1,99,121,10,4,261,11,3.31034482758621,1.10344827586207,3.2614957413808,3.10344827586207,1.24137931034483,0.310344827586207,8.79310344827586,3.51724137931035,0.256797583081571,0.28,0.344410876132931,0.624410876132931,0.271523178807947,0.267090529418007,0.0857142857142857,0.0314285714285714,0.00857142857142857,0.865714285714286,0.185714285714286,0.04,0.00857142857142857,26.1111111111111,1.25684564477668,0.048134514055277,0.465300302534345,0.664714717906207
"62614",6,0,6,0,0,0,0,0,0,3,0,37,32,8.33333333333333,7,2,0,10,15,1,3,3,0,3,6,1,1,0,2,0,5,4,7,9,0,1,25,3,3.24,1.56,4.32356470689804,6.48,3.24,1.08,10.8,3.24,0.3125,0.351351351351351,0.46875,0.820101351351351,0.346153846153846,0.347854665243754,0.162162162162162,0.0810810810810811,0.027027027027027,0.72972972972973,0.189189189189189,0.0540540540540541,0,28.2916666666667,1.53408702408702,0.0542239890693499,0.0502073972864351,0.678478341708582
"62617",11,2,9,1,0,0,0,0,0,0,0,112,100,24.6666666666667,20,8,1,31,47,2,14,12,0,6,11,0,4,0,2,2,9,5,27,32,2,1,74,6,4.37837837837838,1.5,4.01545659878993,4.01351351351351,2.18918918918919,0.72972972972973,11.3108108108108,5.10810810810811,0.31,0.348214285714286,0.47,0.818214285714286,0.318681318681319,0.34006457673128,0.0982142857142857,0.0535714285714286,0.0178571428571429,0.8125,0.178571428571429,0.0714285714285714,0.00892857142857143,27.5909090909091,-0.334021084021084,-0.0121062007388202,-0.0331799575804701,-0.148124810627099
