"CID","POS","G","IP","TC","A","PO","E","DP","TP","ZR","SBA","RTO","PB","CER","BIZ-R","BIZ-Rm","BIZ-L","BIZ-Lm","BIZ-E","BIZ-Em","BIZ-U","BIZ-Um","BIZ-Z","BIZ-Zm","BIZ-I","FRM","ARM","outs","TCip","Eip","PBip","SBip","RTOip","FRMip","ARMip","ZRip","dWAR","dWAA"
"70392",1,16,83,12,4,6,2,0,0,-1.1,7,1,0,0,6,3,1,1,0,0,0,0,0,0,0,-0.3,0,249,0.144578313253012,0.0240963855421687,0,0.0843373493975904,0.0120481927710843,-0.0036144578313253,0,-0.0132530120481928,-1.4,-1.4
"70400",1,5,30.6666666666667,4,1,3,0,0,0,0.3,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,-0.2,0,92,0.130434782608696,0,0,0.0652173913043478,0.0326086956521739,-0.00652173913043478,0,0.00978260869565217,0.1,0.1
"70401",1,6,26.6666666666667,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.2,0,80,0.075,0,0,0,0,0.0075,0,0,0.2,0.2
"70402",1,11,45.6666666666667,7,5,2,0,0,0,0.4,1,0,0,0,6,6,1,1,0,0,0,0,0,0,0,-0.1,0,137,0.153284671532847,0,0,0.0218978102189781,0,-0.00218978102189781,0,0.00875912408759124,0.3,0.3
"70414",7,11,75.3333333333333,16,2,14,0,0,0,-0.5,0,0,0,0,12,12,4,2,0,0,0,0,5,0,3,0,0,226,0.212389380530973,0,0,0,0,0,0,-0.00663716814159292,-0.5,-0.5
"70414",9,35,289,58,4,53,1,0,0,1.6,0,0,0,0,40,39,9,8,9,5,7,1,12,0,12,0,1.8,867,0.200692041522491,0.00346020761245675,0,0,0,0,0.00622837370242215,0.0055363321799308,3.4,3.4
"70419",9,157,1306,303,15,282,6,1,0,-1.3,0,0,0,0,229,226,47,33,30,15,29,3,64,5,75,0,1,3918,0.232006125574273,0.00459418070444104,0,0,0,0,0.000765696784073507,-0.000995405819295559,-0.3,-0.3
"70422",9,3,11,3,0,3,0,0,0,0.1,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,33,0.272727272727273,0,0,0,0,0,0,0.00909090909090909,0.1,0.1
"70424",7,2,3,1,0,1,0,0,0,-0.1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,9,0.333333333333333,0,0,0,0,0,0,-0.0333333333333333,-0.1,-0.1
"70424",9,23,178.666666666667,27,2,25,0,1,0,-0.2,0,0,0,0,20,20,7,5,0,0,2,0,7,0,5,0,0.9,536,0.151119402985075,0,0,0,0,0,0.00503731343283582,-0.00111940298507463,0.7,0.7
"70426",9,21,176,45,0,43,2,0,0,1.1,0,0,0,0,36,35,6,5,3,2,6,1,5,0,10,0,0.7,528,0.255681818181818,0.0113636363636364,0,0,0,0,0.00397727272727273,0.00625,1.8,1.8
"70428",7,1,9,4,0,4,0,0,0,0.3,0,0,0,0,2,2,2,2,0,0,0,0,0,0,1,0,0,27,0.444444444444444,0,0,0,0,0,0,0.0333333333333333,0.3,0.3
"70428",8,2,20,8,0,8,0,0,0,-0.8,0,0,0,0,4,4,2,2,1,0,5,2,0,0,2,0,-0.1,60,0.4,0,0,0,0,0,-0.005,-0.04,-0.9,-0.9
"70428",9,1,9,5,0,5,0,0,0,0.4,0,0,0,0,4,4,0,0,0,0,1,1,1,0,1,0,0,27,0.555555555555556,0,0,0,0,0,0,0.0444444444444444,0.4,0.4
"70429",7,24,171,35,0,35,0,0,0,0.1,0,0,0,0,27,27,7,6,3,1,2,1,8,0,10,0,-0.4,513,0.204678362573099,0,0,0,0,0,-0.00233918128654971,0.000584795321637427,-0.3,-0.3
"70429",8,60,479,171,10,160,1,0,0,1.2,0,0,0,0,98,96,32,30,28,19,27,10,20,5,49,0,0.8,1437,0.356993736951983,0.00208768267223382,0,0,0,0,0.00167014613778706,0.00250521920668058,2,2
"70429",9,9,51,11,0,11,0,0,0,1.1,0,0,0,0,7,7,3,3,0,0,0,0,3,1,3,0,-0.2,153,0.215686274509804,0,0,0,0,0,-0.00392156862745098,0.0215686274509804,0.9,0.9
"70431",8,8,62,19,0,19,0,0,0,1.2,0,0,0,0,11,11,4,4,1,1,3,2,1,1,5,0,0,186,0.306451612903226,0,0,0,0,0,0,0.0193548387096774,1.2,1.2
"70431",9,11,37.6666666666667,8,0,8,0,0,0,0.2,0,0,0,0,6,6,2,1,2,1,0,0,2,0,3,0,-0.2,113,0.212389380530973,0,0,0,0,0,-0.00530973451327434,0.00530973451327434,2.77555756156289e-17,2.77555756156289e-17
"70436",7,3,26.6666666666667,4,0,3,1,0,0,-0.3,0,0,0,0,3,3,0,0,1,0,1,0,1,0,0,0,-0.1,80,0.15,0.0375,0,0,0,0,-0.00375,-0.01125,-0.4,-0.4
"70436",8,2,18,2,0,2,0,0,0,-0.4,0,0,0,0,2,2,0,0,1,0,1,0,2,0,0,0,0,54,0.111111111111111,0,0,0,0,0,0,-0.0222222222222222,-0.4,-0.4
"70436",9,2,20,8,1,7,0,0,0,-0.1,0,0,0,0,7,6,0,0,1,1,1,0,2,0,1,0,0.2,60,0.4,0,0,0,0,0,0.01,-0.005,0.1,0.1
"70437",7,14,123,30,0,29,1,0,0,1.2,0,0,0,0,22,22,6,6,1,1,0,0,7,0,7,0,-0.3,369,0.24390243902439,0.00813008130081301,0,0,0,0,-0.0024390243902439,0.00975609756097561,0.9,0.9
"70437",8,8,54.6666666666667,10,0,10,0,0,0,-0.3,0,0,0,0,5,5,1,1,4,3,4,0,6,1,3,0,-0.2,164,0.182926829268293,0,0,0,0,0,-0.00365853658536585,-0.00548780487804878,-0.5,-0.5
"70437",9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"70443",7,12,109,24,2,22,0,0,0,-0.6,0,0,0,0,18,17,6,3,1,0,6,2,2,0,5,0,0.4,327,0.220183486238532,0,0,0,0,0,0.0036697247706422,-0.0055045871559633,-0.2,-0.2
"70443",8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"70443",9,5,33,9,1,8,0,0,0,0,0,0,0,0,7,7,2,1,0,0,0,0,0,0,2,0,0.2,99,0.272727272727273,0,0,0,0,0,0.00606060606060606,0,0.2,0.2
"70444",7,166,1333.66666666667,289,4,284,1,0,0,-10,0,0,0,0,253,235,47,32,25,11,32,6,44,0,58,0,-3.3,4001,0.216695826043489,0.000749812546863284,0,0,0,0,-0.00247438140464884,-0.00749812546863284,-13.3,-13.3
"70444",9,20,83,11,0,11,0,0,0,0.8,0,0,0,0,7,7,0,0,5,3,1,1,2,0,2,0,-0.4,249,0.132530120481928,0,0,0,0,0,-0.00481927710843374,0.00963855421686747,0.4,0.4
"70447",7,45,308.666666666667,72,0,71,1,0,0,0.5,0,0,0,0,56,55,11,10,7,5,8,1,15,0,24,0,-1.4,926,0.233261339092873,0.00323974082073434,0,0,0,0,-0.00453563714902808,0.00161987041036717,-0.9,-0.9
"70447",9,3,27,11,1,9,1,0,0,0.3,0,0,0,0,6,6,3,2,1,1,0,0,2,0,0,0,0.4,81,0.407407407407407,0.037037037037037,0,0,0,0,0.0148148148148148,0.0111111111111111,0.7,0.7
"70450",6,48,432.333333333333,266,152,104,10,39,0,3.3,0,0,0,0,160,142,16,14,21,12,19,5,26,5,12,0,0,1297,0.61526599845798,0.023130300693909,0,0,0,0,0,0.00763299922898998,3.3,3.3
"70451",4,10,76.3333333333333,41,31,10,0,4,0,1.8,0,0,0,0,29,28,3,3,2,2,1,0,5,3,1,0,0,229,0.537117903930131,0,0,0,0,0,0,0.0235807860262009,1.8,1.8
"70451",5,9,78.3333333333333,20,9,11,0,3,0,0.9,0,0,0,0,15,15,2,2,0,0,0,0,2,1,0,0,0,235,0.25531914893617,0,0,0,0,0,0,0.0114893617021277,0.9,0.9
"70451",6,145,1253.33333333333,532,329,185,18,67,0,2.3,0,0,0,0,329,295,39,22,61,34,47,12,67,16,15,0,0,3760,0.424468085106383,0.0143617021276596,0,0,0,0,0,0.00183510638297872,2.3,2.3
"70453",4,2,15,5,4,1,0,1,0,0.1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,45,0.333333333333333,0,0,0,0,0,0,0.00666666666666667,0.1,0.1
"70453",6,2,17,7,5,2,0,2,0,0.3,0,0,0,0,2,2,1,1,1,1,0,0,0,0,1,0,0,51,0.411764705882353,0,0,0,0,0,0,0.0176470588235294,0.3,0.3
"70453",7,2,9,5,0,5,0,0,0,0.2,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,27,0.555555555555556,0,0,0,0,0,0,0.0222222222222222,0.2,0.2
"70457",6,91,713,371,224,132,15,45,0,3,0,0,0,0,242,218,24,14,39,20,32,10,52,11,9,0,0,2139,0.520336605890603,0.0210378681626928,0,0,0,0,0,0.00420757363253857,3,3
"70458",6,19,161.333333333333,62,40,20,2,8,0,0.0999999999999999,0,0,0,0,38,36,8,4,7,3,10,3,9,1,0,0,0,484,0.384297520661157,0.012396694214876,0,0,0,0,0,0.000619834710743801,0.0999999999999999,0.0999999999999999
"70459",4,25,144,72,42,30,0,6,0,1.1,0,0,0,0,44,38,10,9,8,3,5,1,6,1,3,0,0,432,0.5,0,0,0,0,0,0,0.00763888888888889,1.1,1.1
"70459",5,4,34,12,7,4,1,1,0,-0.1,0,0,0,0,7,6,3,3,1,0,0,0,1,0,0,0,0,102,0.352941176470588,0.0294117647058824,0,0,0,0,0,-0.00294117647058824,-0.1,-0.1
"70459",6,27,239.666666666667,120,71,45,4,13,0,0.5,0,0,0,0,75,64,9,4,13,7,14,5,15,5,4,0,0,719,0.500695410292072,0.0166898470097357,0,0,0,0,0,0.00208623087621697,0.5,0.5
"70461",3,15,22,19,0,19,0,2,0,0.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,66,0.863636363636364,0,0,0,0,0,0,0.00454545454545455,0.1,0.1
"70461",4,11,82,41,16,24,1,2,0,0.3,0,0,0,0,18,17,5,2,6,3,3,1,2,0,0,0,0,246,0.5,0.0121951219512195,0,0,0,0,0,0.00365853658536585,0.3,0.3
"70461",6,5,40,16,7,7,2,0,0,-1.4,0,0,0,0,15,10,2,1,1,0,2,0,0,0,0,0,0,120,0.4,0.05,0,0,0,0,0,-0.035,-1.4,-1.4
"70463",4,7,46,19,6,12,1,0,0,-0.9,0,0,0,0,13,11,1,0,1,1,5,0,3,0,0,0,0,138,0.41304347826087,0.0217391304347826,0,0,0,0,0,-0.0195652173913043,-0.9,-0.9
"70463",6,58,469.666666666667,179,112,60,7,16,0,-2.8,0,0,0,0,121,106,11,3,27,12,22,4,41,9,9,0,0,1409,0.381121362668559,0.0149041873669269,0,0,0,0,0,-0.00596167494677076,-2.8,-2.8
"70464",4,41,348,143,80,59,4,6,0,0.7,0,0,0,0,89,79,18,14,17,7,22,7,21,4,8,0,0,1044,0.410919540229885,0.0114942528735632,0,0,0,0,0,0.00201149425287356,0.7,0.7
"70464",6,23,194,85,52,33,0,12,0,-0.3,0,0,0,0,57,55,7,3,8,3,8,1,14,1,3,0,0,582,0.438144329896907,0,0,0,0,0,0,-0.00154639175257732,-0.3,-0.3
"70465",6,17,139,48,27,21,0,6,0,-0.7,0,0,0,0,29,27,4,1,6,3,2,0,5,1,1,0,0,417,0.345323741007194,0,0,0,0,0,0,-0.00503597122302158,-0.7,-0.7
"70468",3,1,9,9,1,8,0,2,0,0.1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,27,1,0,0,0,0,0,0,0.0111111111111111,0.1,0.1
"70468",5,10,54,12,4,8,0,2,0,1,0,0,0,0,6,6,2,2,0,0,2,2,2,0,0,0,0,162,0.222222222222222,0,0,0,0,0,0,0.0185185185185185,1,1
"70468",6,6,51.3333333333333,23,17,6,0,2,0,-0.1,0,0,0,0,18,17,1,1,2,1,4,0,2,0,1,0,0,154,0.448051948051948,0,0,0,0,0,0,-0.00194805194805195,-0.1,-0.1
"70469",4,3,23,13,8,5,0,2,0,-0.5,0,0,0,0,11,10,1,0,1,0,0,0,1,0,1,0,0,69,0.565217391304348,0,0,0,0,0,0,-0.0217391304347826,-0.5,-0.5
"70469",5,53,454.666666666667,89,64,22,3,7,0,0.8,0,0,0,0,61,58,13,11,11,9,9,3,8,3,1,0,0,1364,0.19574780058651,0.00659824046920821,0,0,0,0,0,0.00175953079178886,0.8,0.8
"70469",6,27,212.333333333333,86,52,31,3,7,0,-1.4,0,0,0,0,65,60,4,1,11,2,12,3,12,1,6,0,0,637,0.405023547880691,0.0141287284144427,0,0,0,0,0,-0.00659340659340659,-1.4,-1.4
"70469",7,1,8,5,0,5,0,0,0,0.2,0,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,24,0.625,0,0,0,0,0,0,0.025,0.2,0.2
"70469",9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"70470",4,67,484,224,121,100,3,16,0,3.1,0,0,0,0,124,115,19,13,22,12,20,5,36,8,9,0,0,1452,0.462809917355372,0.00619834710743802,0,0,0,0,0,0.00640495867768595,3.1,3.1
"70470",5,45,349.333333333333,105,64,36,5,5,0,0.2,0,0,0,0,83,76,17,12,7,6,5,2,5,3,1,0,0,1048,0.300572519083969,0.0143129770992366,0,0,0,0,0,0.000572519083969465,0.2,0.2
"70470",6,20,137,74,48,26,0,8,0,2,0,0,0,0,44,41,7,5,5,3,8,4,7,3,6,0,0,411,0.54014598540146,0,0,0,0,0,0,0.0145985401459854,2,2
"70472",5,31,263.333333333333,54,40,12,2,4,0,0.4,0,0,0,0,47,43,4,2,3,1,3,2,12,4,1,0,0,790,0.205063291139241,0.00759493670886076,0,0,0,0,0,0.00151898734177215,0.4,0.4
"70472",6,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
"70472",7,103,900.666666666667,167,6,157,4,0,0,-10.6,0,0,0,0,141,132,25,15,21,9,31,1,35,0,36,0,0,2702,0.185418208734271,0.00444115470022206,0,0,0,0,0,-0.0117690599555885,-10.6,-10.6
"70472",9,10,19.6666666666667,7,0,7,0,0,0,0.3,0,0,0,0,4,4,3,3,0,0,2,0,1,0,2,0,-0.1,59,0.355932203389831,0,0,0,0,0,-0.00508474576271186,0.0152542372881356,0.2,0.2
"70474",5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"70476",4,24,192,95,47,45,3,11,0,-1.6,0,0,0,0,53,48,5,3,6,1,10,2,15,1,1,0,0,576,0.494791666666667,0.015625,0,0,0,0,0,-0.00833333333333333,-1.6,-1.6
"70476",5,38,230.666666666667,56,39,15,2,4,0,1.3,0,0,0,0,41,41,7,6,4,3,3,1,4,2,0,0,0,692,0.242774566473988,0.00867052023121387,0,0,0,0,0,0.00563583815028902,1.3,1.3
"70476",7,189,1435.33333333333,348,5,336,7,0,0,4.7,0,0,0,0,273,266,54,43,31,14,46,9,47,4,66,0,1.1,4306,0.242452392011147,0.00487691593125871,0,0,0,0,0.000766372503483511,0.00327450069670228,5.8,5.8
"70476",8,1732,14712,5491,215,5218,58,3,0,207.8,0,0,0,0,3274,3252,1049,1027,704,514,649,319,552,106,1193,0,23.1,44136,0.373232735182164,0.00394235997824905,0,0,0,0,0.00157014681892333,0.0141245241979337,230.9,230.9
"70478",5,16,134,34,25,8,1,3,0,0.4,0,0,0,0,23,21,7,7,5,3,2,1,1,0,2,0,0,402,0.253731343283582,0.00746268656716418,0,0,0,0,0,0.00298507462686567,0.4,0.4
"70482",5,139,1089.66666666667,301,201,86,14,15,0,2.9,0,0,0,0,217,204,46,39,28,19,17,9,21,5,3,0,0,3269,0.276231263383298,0.012847965738758,0,0,0,0,0,0.00266136433159988,2.9,2.9
"70482",7,35,219,52,2,47,3,0,0,-0.6,0,0,0,0,35,33,10,10,8,3,6,0,8,1,14,0,0.3,657,0.237442922374429,0.0136986301369863,0,0,0,0,0.00136986301369863,-0.00273972602739726,-0.3,-0.3
"70482",9,21,105.333333333333,19,0,19,0,0,0,0.7,0,0,0,0,10,10,8,8,1,0,2,1,2,0,4,0,-0.5,316,0.180379746835443,0,0,0,0,0,-0.00474683544303797,0.00664556962025316,0.2,0.2
"70486",4,28,234,128,70,56,2,19,0,-1,0,0,0,0,75,68,9,7,5,3,13,2,16,1,7,0,0,702,0.547008547008547,0.00854700854700855,0,0,0,0,0,-0.00427350427350427,-1,-1
"70486",5,1,8,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,0.125,0,0,0,0,0,0,0,0,0
"70486",6,1,8,4,2,1,1,0,0,-0.5,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,24,0.5,0.125,0,0,0,0,0,-0.0625,-0.5,-0.5
"70487",4,2,4.66666666666667,2,2,0,0,1,0,0.1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,14,0.428571428571429,0,0,0,0,0,0,0.0214285714285714,0.1,0.1
"70490",4,36,270.333333333333,168,101,66,1,22,0,4.4,0,0,0,0,97,93,10,9,16,7,16,5,14,2,6,0,0,811,0.621454993834772,0.00369913686806412,0,0,0,0,0,0.0162762022194821,4.4,4.4
"70490",6,33,211.333333333333,125,70,49,6,12,0,3.2,0,0,0,0,68,63,9,6,13,7,14,4,16,5,5,0,0,634,0.591482649842271,0.028391167192429,0,0,0,0,0,0.0151419558359621,3.2,3.2
"70491",4,296,2385,1207,737,439,31,164,0,26,0,0,0,0,697,640,114,88,114,54,122,30,138,29,43,0,-0.2,7155,0.506079664570231,0.0129979035639413,0,0,0,0,-8.38574423480084e-05,0.0109014675052411,25.8,25.8
"70491",5,1,9,2,2,0,0,0,0,-0.2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,27,0.222222222222222,0,0,0,0,0,0,-0.0222222222222222,-0.2,-0.2
"70491",6,175,1353,652,396,241,15,38,0,20.7,0,0,0,0,406,379,57,39,72,47,47,18,85,24,14,0,0,4059,0.481892091648189,0.0110864745011086,0,0,0,0,0,0.0152993348115299,20.7,20.7
"70494",4,6,50,19,12,7,0,2,0,-0.8,0,0,0,0,12,11,1,0,3,1,1,0,1,0,2,0,0,150,0.38,0,0,0,0,0,0,-0.016,-0.8,-0.8
"70500",3,12,66,61,1,60,0,4,0,0.2,0,0,0,0,7,7,3,3,0,0,1,0,1,0,0,0,0,198,0.924242424242424,0,0,0,0,0,0,0.00303030303030303,0.2,0.2
"70500",4,1,7,4,3,1,0,0,0,0.2,0,0,0,0,3,3,0,0,1,1,1,0,0,0,0,0,0,21,0.571428571428571,0,0,0,0,0,0,0.0285714285714286,0.2,0.2
"70500",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
"70500",9,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6,0.5,0,0,0,0,0,0.1,0,0.2,0.2
"70501",3,1,2,3,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1.5,0,0,0,0,0,0,0,0,0
