"CID","PA","AB","H","X1B","X2B","X3B","HR","RBI","R","BB","IBB","HP","SH","SF","SO","GIDP","EBH","TB","SB","CS","UBR","UBB","avg","obp","slg","ops","babip","woba","wRAA","wSB","BSR","oWAA","oWAA.500","Krate","BBrate","HRrate","XBH","XBHrate","X3Brate","SBrate","CSrate","UBRrate","SBO","SBA","SBArate"
"70447",410,367,94,71,17,0,6,38,33,35,0,4,0,4,83,9,23,129,1,0,-0.8,35,0.256130790190736,0.324390243902439,0.35149863760218,0.675888881504619,0.312056737588652,0.302955158412691,-8.7960852858324,0.287432800764758,-0.512567199235243,-0.809886639517076,-0.98766663355741,0.202439024390244,0.0853658536585366,0.0146341463414634,17,0.193181818181818,0,1,0,-0.00195121951219512,110,1,0.00909090909090909
"70450",172,159,38,30,5,0,3,14,15,11,0,1,7,1,37,4,8,52,1,0,0.6,11,0.238993710691824,0.290697674418605,0.327044025157233,0.617741699575837,0.291666666666667,0.275889047600598,-7.73181029756515,0.454486170934252,1.05448617093425,-0.580951497175168,-1.68881249178828,0.215116279069767,0.063953488372093,0.0174418604651163,5,0.142857142857143,0,1,0,0.00348837209302326,42,1,0.0238095238095238
"70451",727,668,173,134,35,1,3,48,85,38,0,14,0,7,97,7,39,219,23,2,-1.4,38,0.258982035928144,0.30949105914718,0.327844311377246,0.637335370524426,0.295652173913043,0.286353306854052,-26.0756166976875,10.6326047323501,9.23260473235012,-1.46540333113035,-1.00784273117631,0.133425034387895,0.0522696011004127,0.00412654745529574,36,0.211764705882353,0.0277777777777778,0.92,0.00275103163686382,-0.00192572214580468,186,25,0.134408602150538
"70453",42,37,7,5,1,1,0,1,3,3,0,1,1,1,14,0,2,10,0,1,0.5,3,0.189189189189189,0.261904761904762,0.27027027027027,0.532175032175032,0.291666666666667,0.241712560115853,-3.13421052896347,-0.890498815710435,-0.390498815710435,-0.306662539074435,-3.65074451279089,0.333333333333333,0.0714285714285714,0,2,0.285714285714286,0.5,0,0.0238095238095238,0.0119047619047619,9,1,0.111111111111111
"70457",293,265,52,25,7,1,19,42,36,24,0,2,0,2,92,4,27,118,0,1,-0.5,24,0.19622641509434,0.266211604095563,0.445283018867925,0.711494622963488,0.211538461538462,0.300560257042339,-6.89519691625292,-0.993678838462182,-1.49367883846218,-0.729862716994867,-1.24549951705609,0.313993174061433,0.0819112627986348,0.0648464163822526,8,0.242424242424242,0.125,0,0.00341296928327645,-0.00170648464163823,51,1,0.0196078431372549
"70458",90,75,33,25,8,0,0,26,23,14,0,0,0,1,6,1,8,41,1,0,0.1,14,0.44,0.522222222222222,0.546666666666667,1.06888888888889,0.471428571428571,0.469885195624943,11.1125766660816,0.461856172559377,0.561856172559377,1.0157181391315,5.64287855073057,0.0666666666666667,0.155555555555556,0,8,0.242424242424242,0,1,0,0.00111111111111111,39,1,0.0256410256410256
"70459",175,163,49,43,6,0,0,14,16,11,0,0,2,1,28,3,6,55,0,1,-0.4,11,0.300613496932515,0.342857142857143,0.337423312883436,0.680280455740578,0.360294117647059,0.307190857917896,-3.11088326941212,-1.00104884008731,-1.40104884008731,-0.392554512025607,-1.12158432007316,0.16,0.0628571428571429,0,6,0.122448979591837,0,0,0.00571428571428571,-0.00228571428571429,54,1,0.0185185185185185
"70461",33,31,10,9,1,0,0,0,6,2,0,0,0,0,9,2,1,11,0,0,0.1,2,0.32258064516129,0.363636363636364,0.354838709677419,0.718475073313783,0.454545454545455,0.32479787960989,-0.08217794528736,-0.0270233392921242,0.0729766607078758,-0.000800545241029543,-0.0121294733489325,0.272727272727273,0.0606060606060606,0,1,0.1,0,0,0,0.00303030303030303,11,0,0
"70463",233,200,52,40,7,3,2,18,18,26,0,6,1,1,45,9,12,71,0,0,-1.2,26,0.26,0.360515021459227,0.355,0.715515021459227,0.324675324675325,0.32637698529071,-0.260791648878111,-0.176880039002995,-1.37688003900299,-0.142483396179834,-0.305758360900931,0.1931330472103,0.111587982832618,0.00858369098712446,10,0.2,0.3,0,0,-0.00515021459227468,72,0,0
"70464",315,281,75,52,19,3,1,23,29,28,0,0,4,6,58,3,23,103,0,1,-0.9,28,0.266903914590747,0.326984126984127,0.366548042704626,0.693532169688753,0.324561403508772,0.30689435372781,-5.68067777929697,-1.06492218750505,-1.96492218750506,-0.665195018735321,-1.05586510910368,0.184126984126984,0.0888888888888889,0.00317460317460317,22,0.297297297297297,0.136363636363636,0,0.00317460317460317,-0.00285714285714286,80,1,0.0125
"70465",90,83,30,17,10,0,3,11,20,7,0,0,0,0,13,2,13,49,0,0,1.7,7,0.36144578313253,0.411111111111111,0.590361445783133,1.00147255689424,0.402985074626866,0.426849262865733,7.74987480723742,-0.0589600130009982,1.641039986999,0.817043759759613,4.53913199866451,0.144444444444444,0.0777777777777778,0.0333333333333333,10,0.37037037037037,0,0,0,0.0188888888888889,24,0,0
"70468",38,37,12,8,1,1,2,3,5,1,0,0,0,0,3,0,4,21,0,0,0.5,1,0.324324324324324,0.342105263157895,0.567567567567568,0.909672830725462,0.3125,0.382454208216785,1.80752283724371,-0.0221100048753743,0.477889995124626,0.198839232819695,2.61630569499599,0.0789473684210526,0.0263157894736842,0.0526315789473684,2,0.2,0.5,0,0,0.0131578947368421,9,0,0
"70469",351,319,108,79,21,7,1,49,50,25,3,4,0,3,50,3,29,146,3,0,2.2,22,0.338557993730408,0.381766381766382,0.457680250783699,0.839446632550081,0.394833948339483,0.368315945386024,12.3873853469229,1.41504852417863,3.61504852417863,1.39226997814673,1.98329056716059,0.142450142450142,0.0626780626780627,0.00284900284900285,28,0.261682242990654,0.25,1,0,0.00626780626780627,105,3,0.0285714285714286
"70470",457,398,100,62,12,2,24,70,56,49,2,4,0,6,77,9,38,188,0,0,-2.3,47,0.251256281407035,0.330415754923414,0.472361809045226,0.80277756396864,0.250825082508251,0.344036497660552,6.49512596427928,-0.277603394546366,-2.57760339454637,0.340838719065172,0.372908883003471,0.168490153172867,0.102844638949672,0.0525164113785558,14,0.184210526315789,0.142857142857143,0,0,-0.0050328227571116,113,0,0
"70472",674,557,141,126,10,1,4,63,101,102,1,8,0,7,106,6,15,165,8,1,4.1,101,0.253141831238779,0.370919881305638,0.296229802513465,0.667149683819103,0.301762114537445,0.315926345216693,-6.86968814100479,3.01562394468483,7.11562394468483,0.0213973098575621,0.0158733752652538,0.15727002967359,0.149851632047478,0.00593471810089021,11,0.0802919708029197,0.0909090909090909,0.888888888888889,0.00148367952522255,0.00608308605341246,235,9,0.0382978723404255
"70474",29,29,11,7,3,0,1,1,4,0,0,0,0,0,8,0,4,17,0,0,0.2,0,0.379310344827586,0.379310344827586,0.586206896551724,0.96551724137931,0.5,0.410834179872114,2.09396210473837,-0.0171966704586245,0.182803329541376,0.198086877718914,3.4152909951537,0.275862068965517,0,0.0344827586206897,3,0.3,0,0,0,0.00689655172413793,7,0,0
"70476",8199,7569,2187,1835,266,29,57,848,1027,473,3,93,147,64,938,81,352,2682,64,28,21,470,0.288941736028537,0.335406756921576,0.354340071343639,0.689746828265214,0.320879783067189,0.308869956274733,-133.79702055815,5.48466172683918,26.4846617268392,-9.33656571796598,-0.569372223317842,0.114404195633614,0.057324063910233,0.00695206732528357,295,0.13849765258216,0.0983050847457627,0.695652173913043,0.00341505061592877,0.00256128796194658,2398,92,0.0383653044203503
"70478",50,40,7,5,2,0,0,4,6,10,0,0,2,0,12,0,2,9,0,0,0.3,10,0.175,0.34,0.225,0.565,0.25,0.28216185076858,-1.97532011434408,-0.0368500081256239,0.263149991874376,-0.148965031081881,-1.48965031081881,0.24,0.2,0,2,0.285714285714286,0,0,0,0.006,15,0,0
"70482",637,597,142,101,14,5,22,64,86,31,1,5,0,4,144,7,41,232,7,2,1,30,0.23785594639866,0.277864992150706,0.388609715242881,0.666474707393587,0.275862068965517,0.288105022187852,-21.878785483659,1.83277899379288,2.83277899379288,-1.65707187125549,-1.3006843573434,0.226059654631083,0.0470957613814757,0.0345368916797488,19,0.158333333333333,0.263157894736842,0.777777777777778,0.00313971742543171,0.00156985871271586,136,9,0.0661764705882353
"70486",129,116,18,14,2,0,2,10,8,9,0,3,2,1,17,5,4,26,0,0,0.5,9,0.155172413793103,0.232558139534884,0.224137931034483,0.456696070569366,0.163265306122449,0.213556995741603,-12.7798276616796,-0.063873347417748,0.436126652582252,-1.07394690536552,-4.16258490451751,0.131782945736434,0.0697674418604651,0.0155038759689922,2,0.125,0,0,0,0.00387596899224806,26,0,0
"70487",2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,2,1,0.89415250226053,0.983635168061685,-0.00491333441674985,-0.00491333441674985,0.0851523610043681,21.288090251092,0,0,0,0,0,0,0,0,0,2,0,0
"70490",183,175,40,33,4,0,3,11,22,7,0,1,0,0,33,3,7,53,0,0,0.8,7,0.228571428571429,0.262295081967213,0.302857142857143,0.565152224824356,0.266187050359712,0.25154432340318,-12.0941450825812,-0.100723355543372,0.699276644456628,-0.991395018977854,-2.70872956004878,0.180327868852459,0.0382513661202186,0.0163934426229508,4,0.108108108108108,0,0,0,0.00437158469945355,41,0,0
"70491",1477,1360,317,217,69,9,22,131,143,96,0,12,7,9,344,27,100,470,5,8,-0.8,96,0.233088235294118,0.287745429925525,0.345588235294118,0.633333665219642,0.294117647058824,0.280142596257336,-60.9402789531591,-4.95719636097234,-5.75719636097234,-5.80292305820702,-1.96442892965708,0.232904536222072,0.0649966147596479,0.014895057549086,78,0.264406779661017,0.115384615384615,0.384615384615385,0.00541638456330399,-0.000541638456330399,325,13,0.04
"70494",22,22,8,5,2,0,1,5,2,0,0,0,2,0,4,0,3,13,0,0,0,0,0.363636363636364,0.363636363636364,0.590909090909091,0.954545454545455,0.411764705882353,0.40394244134135,1.45688957350831,-0.0122833360418746,-0.0122833360418746,0.125685999446632,2.85649998742346,0.181818181818182,0,0.0454545454545455,2,0.285714285714286,0,0,0,0,5,0,0
"70500",16,13,3,1,1,0,1,1,2,3,0,0,0,0,3,0,2,7,0,0,0.2,3,0.230769230769231,0.375,0.538461538461538,0.913461538461538,0.222222222222222,0.388667419061791,0.847370178820001,-0.0098266688334997,0.1901733311665,0.0902700608926657,2.8209394028958,0.1875,0.1875,0.0625,1,0.5,0,0,0,0.0125,4,0,0
"70501",3,3,1,0,1,0,0,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0.333333333333333,0.333333333333333,0.666666666666667,1,0.5,0.413050834086843,0.222390198596091,0,0,0.0193487565350029,3.22479275583381,0.333333333333333,0,0,1,1,0,0,0,0,0,0,0
"70502",65,59,11,9,0,0,2,5,6,5,0,1,0,0,13,2,2,17,0,0,0.2,5,0.186440677966102,0.261538461538462,0.288135593220339,0.549674054758801,0.204545454545455,0.249951844942768,-4.38560186401369,-0.0368500081256239,0.163149991874376,-0.367368677983755,-2.82591290756735,0.2,0.0769230769230769,0.0307692307692308,0,0,0,0,0,0.00307692307692308,15,0,0
"70503",522,485,137,99,32,4,2,36,53,24,0,8,3,5,53,10,38,183,2,2,1.1,24,0.282474226804124,0.323754789272031,0.377319587628866,0.701074376900897,0.310344827586207,0.309170115449963,-8.38233070674077,-0.943268638595238,0.156731361404762,-0.715657075231296,-0.685495282788598,0.101532567049808,0.0459770114942529,0.00383141762452107,36,0.266666666666667,0.111111111111111,0.5,0.00383141762452107,0.00210727969348659,131,4,0.0305343511450382
"70507",192,179,44,25,8,1,10,27,31,11,0,2,0,0,56,3,19,84,1,1,0.6,11,0.245810055865922,0.296875,0.46927374301676,0.76614874301676,0.300884955752212,0.325820726787005,-0.307625351439826,-0.404075971067309,0.195924028932691,-0.00971842152879114,-0.0253083893978936,0.291666666666667,0.0572916666666667,0.0520833333333333,9,0.264705882352941,0.111111111111111,0.5,0.00520833333333333,0.003125,38,2,0.0526315789473684
"70508",40,34,8,4,0,0,4,8,5,4,0,1,0,1,13,1,4,20,0,0,0,4,0.235294117647059,0.325,0.588235294117647,0.913235294117647,0.222222222222222,0.373388432377219,1.58782308622301,-0.0221100048753743,-0.0221100048753743,0.13622273556078,1.70278419450975,0.325,0.1,0.1,0,0,0,0,0,0,9,0,0
"70509",77,69,13,11,1,0,1,4,9,6,0,1,0,1,25,0,2,17,1,0,0.9,6,0.188405797101449,0.25974025974026,0.246376811594203,0.506117071334463,0.272727272727273,0.234448879696572,-6.23163408645229,0.513446183935251,1.41344618393525,-0.419199880454341,-2.72207714580741,0.324675324675325,0.0779220779220779,0.012987012987013,1,0.0833333333333333,0,1,0,0.0116883116883117,18,1,0.0555555555555556
"70510",98,82,30,24,6,0,0,21,17,14,0,1,0,1,15,1,6,36,1,0,-1.4,14,0.365853658536585,0.459183673469388,0.439024390243902,0.89820806371329,0.441176470588235,0.40471288369106,6.55533205923178,0.461856172559377,-0.938143827440623,0.488715816588694,2.49344804381987,0.153061224489796,0.142857142857143,0,6,0.2,0,1,0,-0.0142857142857143,39,1,0.0256410256410256
"70512",5178,4622,1205,712,239,17,237,797,742,441,26,57,28,58,513,88,493,2189,20,7,8.7,415,0.26070964950238,0.323870220162225,0.473604500216357,0.797474720378581,0.246310432569975,0.341209188889508,60.8823496559931,2.16590822315865,10.8659082231586,6.24235952068937,0.602777087745208,0.0990730011587485,0.0801467748165315,0.0457705677867903,256,0.264462809917355,0.06640625,0.740740740740741,0.00135187331015836,0.00168018539976825,1184,27,0.0228040540540541
"70515",137,132,29,26,0,0,3,17,12,4,0,1,1,0,32,3,3,38,0,0,0.2,4,0.21969696969697,0.248175182481752,0.287878787878788,0.53605397036054,0.268041237113402,0.238461504752806,-10.6101832446522,-0.0761566834596227,0.123843316540377,-0.912349732556435,-3.32974354947604,0.233576642335766,0.0291970802919708,0.0218978102189781,0,0,0,0,0,0.00145985401459854,31,0,0
"70516",7,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.3,2,0,0.285714285714286,0,0.285714285714286,0,0.204543572074437,-0.748256552167008,-0.00491333441674985,0.29508666558325,-0.0394274291756405,-2.81624494111718,0,0.285714285714286,0,0,0,0,0,0,0.0428571428571429,2,0,0
"70517",58,50,9,7,2,0,0,7,4,8,0,0,3,0,18,1,2,11,0,0,-0.8,8,0.18,0.293103448275862,0.22,0.513103448275862,0.28125,0.249389526524638,-3.94162182439556,-0.0368500081256239,-0.836850008125624,-0.415744437841635,-3.58400377449685,0.310344827586207,0.137931034482759,0,2,0.222222222222222,0,0,0,-0.0137931034482759,15,0,0
"70518",26,22,7,6,0,1,0,1,2,4,0,0,0,0,4,0,1,9,0,0,-0.4,4,0.318181818181818,0.423076923076923,0.409090909090909,0.832167832167832,0.388888888888889,0.376083750956378,1.09292625029922,-0.0245666720837492,-0.424566672083749,0.058149715402771,1.1182637577456,0.153846153846154,0.153846153846154,0,1,0.142857142857143,1,0,0,-0.0153846153846154,10,0,0
"70520",167,144,23,18,4,0,1,13,11,21,0,1,0,1,50,4,5,30,0,0,-1.1,21,0.159722222222222,0.269461077844311,0.208333333333333,0.477794411177645,0.234042553191489,0.232141474809277,-13.8499075245487,-0.098266688334997,-1.198266688335,-1.30924591542009,-3.91989795035955,0.29940119760479,0.125748502994012,0.00598802395209581,4,0.181818181818182,0,0,0,-0.00658682634730539,40,0,0
"70747",13,12,3,2,0,1,0,4,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0.25,0.230769230769231,0.416666666666667,0.647435897435897,0.25,0.256765962060122,-0.800213070059427,-0.00491333441674985,-0.00491333441674985,-0.0700489269691475,-2.69418949881337,0.0769230769230769,0,0,1,0.333333333333333,1,0,0,0,2,0,0
"70778",910,823,224,119,50,2,53,160,120,76,7,9,1,2,195,13,105,437,2,1,-3.9,69,0.272174969623329,0.331868131868132,0.530984204131227,0.862852335999359,0.296360485268631,0.365732592833034,30.0744589972639,-0.237019863512923,-4.13701986351292,2.25665158855263,1.2399184552487,0.214285714285714,0.0758241758241758,0.0582417582417582,52,0.304093567251462,0.0384615384615385,0.666666666666667,0.0010989010989011,-0.00428571428571429,197,3,0.0152284263959391
"70780",738,650,150,74,39,2,35,94,100,81,4,6,0,1,179,10,76,298,1,2,0.9,77,0.230769230769231,0.315718157181572,0.458461538461538,0.77417969564311,0.263157894736842,0.333793272788276,3.92576666793055,-1.56480817969899,-0.664808179698986,0.28371525479924,0.192219007316558,0.242547425474255,0.104336043360434,0.0474254742547425,41,0.356521739130435,0.0487804878048781,0.333333333333333,0.002710027100271,0.00121951219512195,157,3,0.0191082802547771
"70781",998,923,246,150,43,8,45,163,132,53,0,10,3,12,283,18,96,440,5,3,1,53,0.266522210184182,0.309619238476954,0.47670639219935,0.786325630676304,0.331136738056013,0.333054097507665,4.66836721179692,-0.340105579459046,0.659894420540954,0.463578151059373,0.232253582695076,0.283567134268537,0.0531062124248497,0.0450901803607214,51,0.253731343283582,0.156862745098039,0.625,0.0030060120240481,0.00100200400801603,213,8,0.0375586854460094
"70783",332,287,69,48,9,2,10,51,57,40,1,2,0,3,82,1,21,112,3,1,1,39,0.240418118466899,0.331325301204819,0.390243902439024,0.721569203643844,0.297979797979798,0.320112272395507,-2.17733459618453,0.585966388677569,1.58596638867757,-0.0514511859867302,-0.0774867258836298,0.246987951807229,0.117469879518072,0.0301204819277108,11,0.186440677966102,0.181818181818182,0.75,0.00301204819277108,0.00301204819277108,89,4,0.0449438202247191
"70790",155,146,36,24,6,0,6,22,13,7,0,1,1,1,44,4,12,60,1,0,0.1,7,0.246575342465753,0.283870967741935,0.410958904109589,0.694829871851524,0.309278350515464,0.298558337083975,-3.91702694577699,0.479052843018002,0.579052843018002,-0.290415893515748,-0.936825462954026,0.283870967741935,0.0451612903225806,0.0387096774193548,6,0.2,0,1,0,0.000645161290322581,32,1,0.03125
"70792",62,56,13,8,2,0,3,7,7,5,0,1,0,0,13,3,5,24,0,1,0.4,5,0.232142857142857,0.306451612903226,0.428571428571429,0.735023041474654,0.25,0.318849816406879,-0.474565858127111,-0.90278215175231,-0.50278215175231,-0.0850328333375521,-0.685748655948001,0.209677419354839,0.0806451612903226,0.0483870967741935,2,0.2,0,0,0.0161290322580645,0.00645161290322581,14,1,0.0714285714285714
"70793",41,41,7,5,2,0,0,3,2,0,0,0,0,0,15,0,2,9,0,0,-0.2,0,0.170731707317073,0.170731707317073,0.219512195121951,0.390243902439024,0.269230769230769,0.169489451605456,-5.63042421406938,-0.0122833360418746,-0.212283336041875,-0.508336817926259,-6.1992294869056,0.365853658536585,0,0,2,0.285714285714286,0,0,0,-0.0048780487804878,5,0,0
