"CID","G","GS","RA","W","SVO","BS","SV","L","SD","MD","HLD","BF","AB","IP","X1B","X2B","X3B","HA","TB","HR","R","ER","IBB","BB","K","SH","SF","WP","HP","DP","IR","IRS","GB","FB","SB","CS","outs","UBB","ERA","WHIP","FIP","K9","BB9","HR9","H9","R9","BAA","OBPA","SLGA","OPSA","pBABIP","WOBAa","Krate","BBrate","HRrate","BIPrate","X1Brate","X2Brate","X3Brate","dRPW","RAA9","WPGAA","fWAA","fWAA.500"
"70720",15,2,13,3,0,0,0,4,2,4,1,168,150,36.6666666666667,34,7,3,48,73,4,29,28,1,13,20,3,1,3,1,5,3,3,42,40,0,0,110,12,6.87272727272727,1.63636363636364,4.64236989982341,4.90909090909091,3.19090909090909,0.981818181818182,11.7818181818182,7.11818181818182,0.32,0.363095238095238,0.486666666666667,0.849761904761905,0.346456692913386,0.370794862217038,0.119047619047619,0.0714285714285714,0.0238095238095238,0.773809523809524,0.202380952380952,0.0416666666666667,0.0178571428571429,27.7833333333333,-2.63121777208257,-0.0947048988152096,-0.385834772950854,-1.14831777663945
"70721",23,12,11,0,5,3,1,5,0,4,1,324,287,69.6666666666667,59,11,5,85,136,10,54,53,1,30,65,1,0,3,6,5,5,2,65,72,0,0,209,29,6.84688995215311,1.63636363636364,4.58208281848369,8.39712918660287,3.8755980861244,1.29186602870813,10.9808612440191,6.97607655502392,0.29616724738676,0.37037037037037,0.473867595818815,0.844237966189186,0.35377358490566,0.36875679250161,0.200617283950617,0.0895061728395062,0.0308641975308642,0.657407407407407,0.182098765432099,0.0339506172839506,0.0154320987654321,27.2173913043478,-2.48911250892468,-0.0914530155036223,-0.707914082972484,-1.09246000458717
"70722",58,13,45,7,3,3,0,7,14,9,11,592,530,141.666666666667,69,27,4,111,179,11,55,49,0,49,148,5,3,5,5,3,23,4,117,154,6,2,425,49,3.11294117647059,1.12941176470588,3.29092604955603,9.40235294117647,3.11294117647059,0.698823529411765,7.05176470588235,3.49411764705882,0.209433962264151,0.278716216216216,0.337735849056604,0.61645206527282,0.267379679144385,0.275075065551393,0.25,0.0827702702702703,0.0185810810810811,0.640202702702703,0.116554054054054,0.0456081081081081,0.00675675675675676,27.0474137931035,0.992846399040422,0.0367076278210961,0.577805252739475,0.488011193192124
"70723",15,10,5,2,0,0,0,6,1,0,0,237,209,51.6666666666667,38,17,1,60,91,4,36,36,0,25,40,0,2,4,1,2,8,2,42,68,1,1,155,25,6.27096774193548,1.64516129032258,4.24295641008734,6.96774193548387,4.35483870967742,0.696774193548387,10.4516129032258,6.27096774193548,0.287081339712919,0.362869198312236,0.435406698564593,0.79827589687683,0.335329341317365,0.350151561013112,0.168776371308017,0.105485232067511,0.0168776371308017,0.704641350210971,0.160337552742616,0.0717299578059072,0.00421940928270042,26.6333333333333,-1.78400369583624,-0.0669838684293957,-0.384537022465049,-0.811259541065505
"70725",71,32,39,19,2,2,0,15,10,7,0,1081,975,249,172,58,4,262,412,28,136,124,0,87,215,1,9,8,9,15,14,4,265,233,9,2,747,87,4.48192771084337,1.40160642570281,4.11641152085298,7.7710843373494,3.14457831325301,1.01204819277108,9.46987951807229,4.91566265060241,0.268717948717949,0.331174838112858,0.422564102564103,0.753738940676961,0.315789473684211,0.328799749230725,0.198889916743756,0.0804810360777058,0.0259019426456984,0.686401480111008,0.159111933395005,0.0536540240518039,0.00370027752081406,26.1760563380282,-0.428698604503164,-0.0163775092384851,-0.453111088931422,-0.209579597100565
"70743",26,11,15,2,0,0,0,7,3,3,2,394,353,88.3333333333333,68,18,2,102,166,14,57,53,3,33,45,1,3,3,4,8,10,1,111,95,4,2,265,30,5.4,1.49433962264151,5.39365634922306,4.58490566037736,3.3622641509434,1.42641509433962,10.3924528301887,5.80754716981132,0.288951841359773,0.345177664974619,0.470254957507082,0.815432622481701,0.296296296296296,0.353306235865099,0.114213197969543,0.0761421319796954,0.0355329949238579,0.756345177664975,0.17258883248731,0.0456852791878173,0.0050761421319797,26.5480769230769,-1.32058312371208,-0.0497430803571372,-0.488219122023754,-0.619567413735729
"70744",50,8,42,7,4,1,2,4,8,9,2,505,430,113.666666666667,76,10,4,102,156,12,55,50,0,59,126,0,7,6,9,6,26,12,85,121,3,3,341,59,3.95894428152493,1.41642228739003,4.04588896140698,9.97653958944282,4.67155425219941,0.950146627565982,8.07624633431085,4.35483870967742,0.237209302325581,0.336633663366337,0.362790697674419,0.699424361040755,0.301003344481605,0.314332355804744,0.24950495049505,0.116831683168317,0.0237623762376238,0.592079207920792,0.15049504950495,0.0198019801980198,0.00792079207920792,27.415,0.132125336421827,0.0048194541828133,0.0608679213459013,0.0602652686593082
"70746",22,6,16,4,2,1,1,6,5,4,2,285,255,66.3333333333333,36,15,0,69,138,18,44,44,0,24,32,2,3,1,1,7,13,5,69,89,2,0,199,24,5.96984924623116,1.40201005025126,6.98152019676265,4.34170854271357,3.25628140703518,2.44221105527638,9.36180904522613,5.96984924623116,0.270588235294118,0.329824561403509,0.541176470588235,0.871001031991744,0.245192307692308,0.366010889251407,0.112280701754386,0.0842105263157895,0.0631578947368421,0.736842105263158,0.126315789473684,0.0526315789473684,0,26.9772727272727,-1.48288520013191,-0.0549679433915788,-0.405134101293488,-0.710761581216646
"70747",3,0,3,1,0,0,0,1,1,2,0,31,30,6.33333333333333,8,3,0,11,14,0,7,5,0,0,4,1,0,1,0,1,4,0,7,7,0,0,19,0,7.10526315789474,1.73684210526316,2.07012109599565,5.68421052631579,0,0,15.6315789473684,9.94736842105263,0.366666666666667,0.354838709677419,0.466666666666667,0.821505376344086,0.423076923076923,0.362355917495528,0.129032258064516,0,0,0.870967741935484,0.258064516129032,0.0967741935483871,0,28.5833333333333,-5.46040437495339,-0.191034555391955,-0.134431724164709,-2.16825361555983
"70748",41,6,35,9,4,0,4,3,14,3,2,370,338,90.3333333333333,45,25,0,77,123,7,32,31,0,23,61,2,3,2,4,6,25,5,96,106,0,1,271,23,3.08856088560886,1.1070110701107,3.75394319737456,6.07749077490775,2.29151291512915,0.697416974169742,7.67158671586716,3.18819188191882,0.227810650887574,0.281081081081081,0.363905325443787,0.644986406524868,0.256410256410256,0.283216592595308,0.164864864864865,0.0621621621621622,0.0189189189189189,0.743243243243243,0.121621621621622,0.0675675675675676,0,27.280487804878,1.29877216418043,0.0476080989999083,0.477844252925006,0.645735476925684
"70749",143,74,69,30,10,2,6,33,17,18,1,2322,2053,513.666666666667,405,118,12,583,869,48,305,275,5,205,375,14,23,16,26,42,45,12,537,561,6,2,1541,200,4.81829980532122,1.52433484750162,4.25605640799402,6.57040882543803,3.59182349123946,0.841012329656068,10.214795587281,5.34393251135626,0.283974671212859,0.348406546080965,0.423283000487092,0.771689546568057,0.323653962492438,0.339920517600865,0.161498708010336,0.0861326442721792,0.020671834625323,0.718346253229974,0.174418604651163,0.0508182601205857,0.00516795865633075,26.2115384615385,-0.856968465257016,-0.0326943214918304,-1.86599812662632,-0.401808382133144
"70765",5,5,0,1,0,0,0,3,0,0,0,106,93,23.3333333333333,14,4,0,25,50,7,23,18,0,12,22,0,1,2,0,2,0,0,19,27,0,0,70,12,6.94285714285714,1.58571428571429,6.89042184787535,8.48571428571428,4.62857142857143,2.7,9.64285714285714,8.87142857142857,0.268817204301075,0.349056603773585,0.537634408602151,0.886691012375735,0.276923076923077,0.373860739845452,0.207547169811321,0.113207547169811,0.0660377358490566,0.613207547169811,0.132075471698113,0.0377358490566038,0,26.45,-4.38446452532932,-0.165764254265759,-0.429759177726042,-2.02716593267001
"70776",234,91,143,47,38,13,24,48,46,38,12,3349,2989,775.666666666667,529,133,10,764,1193,92,401,367,14,290,483,24,22,32,22,61,45,15,836,914,4,2,2327,276,4.25827245380318,1.34078212290503,4.69726695807242,5.60421143102707,3.36484744305973,1.06746884400516,8.86463257412978,4.65277180919639,0.255603880896621,0.317109584950732,0.399130143860823,0.716239728811555,0.275862068965517,0.315970751590156,0.144222155867423,0.0824126604956704,0.0274708868318901,0.735144819349059,0.157957599283368,0.0397133472678411,0.00298596595998806,26.3130341880342,-0.165807763097145,-0.00630135475492011,-0.543083426470337,-0.0810814312437051
"70781",1,0,1,0,0,0,0,0,0,0,0,13,12,3,2,1,0,3,4,0,2,2,0,1,0,0,0,0,0,0,3,0,3,6,0,0,9,1,6,1.33333333333333,4.3332789907325,0,3,0,9,6,0.25,0.307692307692308,0.333333333333333,0.641025641025641,0.25,0.287950769926317,0,0.0769230769230769,0,0.923076923076923,0.153846153846154,0.0769230769230769,0,27,-1.51303595390075,-0.0560383686629909,-0.018679456220997,-0.718440623884499
"70807",1,0,1,0,0,0,0,0,0,0,0,12,11,2.66666666666667,4,0,0,4,4,0,0,0,0,0,1,0,0,0,1,0,2,1,4,2,0,0,8,0,0,1.5,2.5832789907325,3.375,0,0,13.5,0,0.363636363636364,0.416666666666667,0.363636363636364,0.78030303030303,0.4,0.360105209275221,0.0833333333333333,0,0,0.833333333333333,0.333333333333333,0,0,26,4.48696404609925,0.172575540234586,0.0511334934028404,2.13056222511835
"70870",1,0,1,0,0,0,0,0,0,0,0,7,4,1,1,0,0,1,1,0,1,1,0,3,0,0,0,0,0,0,1,1,2,1,0,0,3,3,9,4,12.3332789907325,0,27,0,9,9,0.25,0.571428571428571,0.25,0.821428571428571,0.25,0.43455142986316,0,0.428571428571429,0,0.571428571428571,0.142857142857143,0,0,29.25,-4.51303595390075,-0.154291827483786,-0.0171435363870874,-1.22453831336338
"70897",1,0,1,0,0,0,0,0,0,0,0,2,2,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3.3332789907325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,4.48696404609925,0.154722898141353,0.011460955417878,2.86523885446951
"71028",100,43,57,15,4,1,3,26,18,9,14,1490,1365,345,247,58,11,375,632,59,193,183,2,89,188,10,10,5,15,23,27,3,396,412,5,2,1035,87,4.77391304347826,1.33913043478261,5.22313406319627,4.90434782608696,2.32173913043478,1.53913043478261,9.78260869565217,5.03478260869565,0.274725274725275,0.320134228187919,0.463003663003663,0.783137891191583,0.280141843971631,0.336864117381432,0.126174496644295,0.0583892617449664,0.0395973154362416,0.764429530201342,0.165771812080537,0.0389261744966443,0.00738255033557047,26.2725,-0.547818562596406,-0.0208514059414371,-0.799303894421756,-0.268222783363005
"71047",1,0,1,0,0,0,0,0,0,0,0,7,7,1.66666666666667,1,0,0,2,5,1,1,1,0,0,0,0,0,0,0,0,1,1,3,2,0,0,5,0,5.4,1.2,11.1332789907325,0,0,5.4,10.8,5.4,0.285714285714286,0.285714285714286,0.714285714285714,1,0.166666666666667,0.404545527992361,0,0,0.142857142857143,0.857142857142857,0.142857142857143,0,0,28.25,-0.913035953900754,-0.0323198567752479,-0.00598515866208295,-0.427511333005925
"71081",59,2,57,9,2,0,1,3,11,10,5,497,441,114.666666666667,81,15,3,113,176,14,60,57,0,41,103,2,5,6,8,9,49,22,107,120,1,1,344,41,4.47383720930233,1.34302325581395,4.19665108375575,8.08430232558139,3.21802325581395,1.09883720930233,8.86918604651163,4.70930232558139,0.256235827664399,0.325955734406439,0.399092970521542,0.725048704927981,0.300911854103343,0.319392216254874,0.207243460764588,0.0824949698189135,0.028169014084507,0.665995975855131,0.162977867203219,0.0301810865191147,0.00603621730382294,27.8474576271186,-0.222338279482149,-0.00798415002400901,-0.101723985491078,-0.102338013572513
"71117",1,0,1,0,0,0,0,0,0,0,0,8,7,1.33333333333333,1,0,0,3,9,2,4,4,0,1,0,0,0,0,0,0,1,0,3,1,0,0,4,1,27,3,25.0832789907325,0,6.75,13.5,20.25,27,0.428571428571429,0.5,1.28571428571429,1.78571428571429,0.2,0.685673423986632,0,0.125,0.25,0.625,0.125,0,0,31,-22.5130359539008,-0.726226966254863,-0.107589180185906,-6.7243237616191
"71125",1,0,1,0,0,0,0,0,0,0,0,8,6,1.33333333333333,4,0,0,4,4,0,3,3,0,1,0,0,1,0,0,0,0,0,0,3,0,0,4,1,20.25,3.75,5.5832789907325,0,6.75,0,27,20.25,0.666666666666667,0.625,0.666666666666667,1.29166666666667,0.571428571428571,0.536564063912831,0,0.125,0,0.875,0.5,0,0,30.25,-15.7630359539008,-0.521092097649612,-0.077198829281424,-4.824926830089
"71212",26,22,4,3,0,0,0,12,1,2,0,509,445,109.666666666667,72,18,3,124,241,31,87,85,1,55,94,3,0,4,6,7,2,0,111,114,0,1,329,54,6.97568389057751,1.62310030395137,6.77096896033736,7.71428571428571,4.51367781155015,2.54407294832827,10.1762917933131,7.13981762917933,0.278651685393258,0.361493123772102,0.541573033707865,0.903066157479967,0.290625,0.385201950198271,0.18467583497053,0.106090373280943,0.0609037328094303,0.634577603143418,0.141453831041257,0.0353634577603143,0.00589390962671906,26.1826923076923,-2.65285358308009,-0.10132088602289,-1.23461375931595,-1.21278365355202
"71218",5,5,0,1,0,0,0,1,0,0,0,119,105,32,8,5,0,14,22,1,6,6,0,13,16,0,1,0,0,3,0,0,30,45,0,0,96,13,1.6875,0.84375,3.9582789907325,4.5,3.65625,0.28125,3.9375,1.6875,0.133333333333333,0.226890756302521,0.20952380952381,0.436414565826331,0.146067415730337,0.206667069348402,0.134453781512605,0.109243697478992,0.00840336134453781,0.747899159663866,0.0672268907563025,0.0420168067226891,0,21.3,2.79946404609925,0.131430236906068,0.467307508999352,1.96347692856871
"71219",177,110,67,40,21,4,17,37,31,10,9,3060,2684,720.333333333333,391,102,15,593,980,85,332,314,2,321,778,20,12,25,23,34,13,3,596,726,24,8,2161,319,3.92318371124479,1.26608051827857,4.03573155898793,9.72049976862564,4.01064322073114,1.06200832947709,7.40906987505784,4.14807959278112,0.220938897168405,0.305555555555556,0.365126676602086,0.670682232157642,0.277141298417894,0.299359283536787,0.254248366013072,0.104248366013072,0.0277777777777778,0.605555555555556,0.127777777777778,0.0333333333333333,0.00490196078431373,25.3022598870056,0.338884453318126,0.0133934460728611,1.07197173938714,0.175158780945611
"71220",148,66,82,31,9,2,6,26,18,13,10,2271,1996,517.666666666667,321,94,17,503,844,71,277,265,1,218,454,14,12,18,31,41,49,19,492,547,18,6,1553,217,4.60721184803606,1.39085640695428,4.61982116716521,7.89311010946555,3.79008370895042,1.23438506117193,8.74500965872505,4.8158403090792,0.252004008016032,0.33069132540731,0.422845691382766,0.753537016790075,0.29130141604855,0.330610262096129,0.199911933069133,0.0955526199911933,0.031263760457948,0.659180977542933,0.141347424042272,0.0413914575077059,0.00748568912373404,26.1570945945946,-0.328876262979956,-0.0125731189980067,-0.723187177922387,-0.159222188005809
"71226",51,24,27,9,0,0,0,15,8,5,3,763,667,174.666666666667,104,29,2,163,280,28,97,90,6,73,135,5,7,4,11,10,21,10,171,199,0,1,524,67,4.63740458015267,1.31679389312977,5.02221028844242,6.95610687022901,3.76145038167939,1.44274809160305,8.39885496183206,4.99809160305344,0.244377811094453,0.315858453473132,0.419790104947526,0.735648558420659,0.264187866927593,0.32239080638923,0.176933158584535,0.0878112712975098,0.036697247706422,0.676277850589777,0.136304062909568,0.0380078636959371,0.00262123197903014,26.2892156862745,-0.51112755695419,-0.0194424802570678,-0.37732813535939,-0.247266143747962
"71321",5,0,5,0,1,1,0,0,1,0,0,36,35,10.3333333333333,2,1,0,4,8,1,1,1,0,0,10,0,0,0,1,0,2,1,9,12,0,0,31,0,0.870967741935484,0.387096774193548,2.65585963589379,8.70967741935484,0,0.870967741935484,3.48387096774194,0.870967741935484,0.114285714285714,0.138888888888889,0.228571428571429,0.367460317460317,0.125,0.158604894520226,0.277777777777778,0,0.0277777777777778,0.666666666666667,0.0555555555555556,0.0277777777777778,0,27.05,3.61599630416376,0.133678236752819,0.153482419975459,2.13170027743693
"71322",25,0,25,0,1,0,1,2,6,6,5,109,96,23.3333333333333,21,6,0,28,37,1,17,17,1,12,24,0,0,3,1,1,11,3,24,19,0,1,70,11,6.55714285714286,1.67142857142857,3.24756470501821,9.25714285714286,4.62857142857143,0.385714285714286,10.8,6.55714285714286,0.291666666666667,0.36697247706422,0.385416666666667,0.752389143730887,0.380281690140845,0.340457072054136,0.220183486238532,0.100917431192661,0.00917431192660551,0.651376146788991,0.192660550458716,0.055045871559633,0,29.11,-2.07017881104361,-0.0711157269338238,-0.184374106865469,-0.845752783786556
"71323",147,0,147,12,18,9,9,6,37,29,25,710,637,166,113,20,1,164,276,30,74,72,1,58,159,4,3,5,8,16,78,24,146,172,4,0,498,57,3.90361445783133,1.33132530120482,4.79713441241924,8.62048192771084,3.14457831325301,1.62650602409639,8.89156626506024,4.01204819277108,0.2574568288854,0.322535211267606,0.433281004709576,0.755816215977182,0.297117516629712,0.329454728738192,0.223943661971831,0.0802816901408451,0.0422535211267606,0.640845070422535,0.159154929577465,0.028169014084507,0.00140845070422535,28.6836734693878,0.474915853328161,0.0165570094721308,0.305384841374858,0.215059747447083
"71327",7,0,7,2,0,0,0,0,3,0,1,40,36,10,8,1,0,10,14,1,5,5,0,4,7,0,0,0,0,4,5,0,13,6,0,0,30,4,4.5,1.4,4.4332789907325,6.3,3.6,0.9,9,4.5,0.277777777777778,0.35,0.388888888888889,0.738888888888889,0.321428571428571,0.329841218076822,0.175,0.1,0.025,0.7,0.2,0.025,0,28.3928571428571,-0.0130359539007543,-0.000459127936127195,-0.000510142151252439,-0.00637677689065549
"71328",35,0,35,2,6,4,2,2,8,7,2,183,161,43,29,2,1,39,64,7,22,22,0,17,48,1,1,3,3,2,15,5,40,36,0,0,129,17,4.6046511627907,1.30232558139535,4.40304643259296,10.046511627907,3.55813953488372,1.46511627906977,8.16279069767442,4.6046511627907,0.242236024844721,0.322404371584699,0.397515527950311,0.71991989953501,0.299065420560748,0.318276612490932,0.262295081967213,0.092896174863388,0.0382513661202186,0.590163934426229,0.158469945355191,0.0109289617486339,0.00546448087431694,28.6285714285714,-0.117687116691452,-0.00411082742934214,-0.0196406199401902,-0.0536628960114487
"71329",74,0,74,4,8,6,2,3,18,14,11,408,362,91,62,18,3,94,151,11,64,55,1,36,70,2,4,6,4,3,50,13,105,93,1,0,273,35,5.43956043956044,1.41758241758242,4.52009217754568,6.92307692307692,3.56043956043956,1.08791208791209,9.2967032967033,6.32967032967033,0.259668508287293,0.325980392156863,0.417127071823204,0.743107463980067,0.291228070175439,0.325285638040323,0.17156862745098,0.0857843137254902,0.0269607843137255,0.70343137254902,0.151960784313725,0.0441176470588235,0.00735294117647059,28.8040540540541,-1.84270628357108,-0.0639738517402112,-0.646846723151025,-0.79270431758704
"71330",123,0,123,18,7,3,4,2,31,16,24,592,523,142,75,21,2,115,191,17,51,47,1,57,152,2,7,5,3,6,57,13,108,152,0,1,426,56,2.97887323943662,1.20422535211268,3.93187054002827,9.63380281690141,3.61267605633803,1.07746478873239,7.2887323943662,3.23239436619718,0.219885277246654,0.293918918918919,0.365200764818356,0.659119683737275,0.271468144044321,0.291082798213184,0.256756756756757,0.0945945945945946,0.0287162162162162,0.613175675675676,0.126689189189189,0.035472972972973,0.00337837837837838,28.5792682926829,1.25456967990206,0.0438978936428287,0.692611210809075,0.584975684804962
"71338",1,1,0,1,0,0,0,0,0,0,0,22,21,5.33333333333333,4,2,0,6,8,0,0,0,0,1,5,0,0,0,0,1,0,0,5,5,0,0,16,1,0,1.3125,2.0207789907325,8.4375,1.6875,0,10.125,0,0.285714285714286,0.318181818181818,0.380952380952381,0.699134199134199,0.375,0.307764432537441,0.227272727272727,0.0454545454545455,0,0.727272727272727,0.181818181818182,0.0909090909090909,0,22,4.48696404609925,0.203952911186329,0.120860984406714,2.74684055469804
"71339",69,26,43,6,3,2,1,11,13,8,12,801,713,180.666666666667,119,30,3,183,312,31,99,87,3,72,126,3,5,4,8,10,25,4,173,226,1,1,542,69,4.3339483394834,1.39483394833948,5.31482880623065,6.27675276752768,3.58671586715867,1.54428044280443,9.11623616236163,4.93173431734317,0.256661991584853,0.324594257178527,0.437587657784011,0.762181914962538,0.270944741532977,0.331635000027582,0.157303370786517,0.0861423220973783,0.0387016229712859,0.704119850187266,0.14856429463171,0.0374531835205993,0.00374531835205993,27.1485507246377,-0.444770271243928,-0.0163828366292972,-0.328870276039966,-0.20528731338325
"71340",257,160,97,38,11,6,5,50,22,15,7,3794,3284,870,532,126,17,779,1251,104,426,393,0,410,760,29,32,33,39,51,56,13,725,1039,2,2,2610,410,4.06551724137931,1.36666666666667,4.55396864590491,7.86206896551724,4.24137931034483,1.07586206896552,8.05862068965517,4.40689655172414,0.23721071863581,0.323668950975224,0.380937880633374,0.704606831608598,0.275285481239804,0.314009348388892,0.200316288877174,0.108065366367949,0.0274117026884555,0.65392725355825,0.140221402214022,0.033210332103321,0.00448075909330522,26.1653696498054,0.0800674943751076,0.00306005592302813,0.295805405892719,0.038983316538313
"71341",34,21,13,6,1,0,1,10,4,1,1,527,465,126.666666666667,64,17,2,96,156,13,61,55,0,50,105,6,4,1,1,8,6,1,124,139,0,1,380,50,3.90789473684211,1.15263157894737,4.19380530652197,7.46052631578947,3.55263157894737,0.923684210526316,6.82105263157895,4.33421052631579,0.206451612903226,0.278937381404175,0.335483870967742,0.614421252371917,0.236467236467236,0.275230953501594,0.199240986717268,0.094876660341556,0.0246679316888046,0.679316888045541,0.121442125237192,0.032258064516129,0.00379506641366224,25.7573529411765,0.152753519783456,0.00593048206981159,0.0834660439454965,0.0791897950147026
"71347",3,3,0,0,0,0,0,1,0,0,0,59,54,13.6666666666667,7,3,1,13,24,2,7,5,0,3,8,0,1,1,1,0,0,0,12,21,0,0,41,3,3.29268292682927,1.17073170731707,4.72352289317152,5.26829268292683,1.97560975609756,1.31707317073171,8.5609756097561,4.60975609756098,0.240740740740741,0.288135593220339,0.444444444444444,0.732580037664783,0.244444444444444,0.310065591886101,0.135593220338983,0.0508474576271186,0.0338983050847458,0.76271186440678,0.11864406779661,0.0508474576271186,0.0169491525423729,24.9166666666667,-0.12279205146173,-0.00492810908876507,-0.00748342491256917,-0.0634188551912642
"71348",11,3,8,1,0,0,0,2,2,2,0,123,102,24,26,4,0,35,54,5,24,23,0,18,29,0,3,2,0,2,4,2,16,24,0,0,72,18,8.625,2.20833333333333,5.87494565739916,10.875,6.75,1.875,13.125,9,0.343137254901961,0.430894308943089,0.529411764705882,0.960306073648972,0.422535211267606,0.412838626641752,0.235772357723577,0.146341463414634,0.040650406504065,0.577235772357724,0.211382113821138,0.032520325203252,0,28.3636363636364,-4.51303595390075,-0.159113447092655,-0.424302525580413,-1.72480701455452
"71366",1,0,1,0,0,0,0,0,0,0,0,3,3,0.666666666666667,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1.5,3.3332789907325,0,0,0,13.5,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.298050834086843,0,0,0,1,0.333333333333333,0,0,29,4.48696404609925,0.154722898141353,0.011460955417878,1.910159236313
"71442",42,0,42,1,6,1,5,3,14,9,10,170,148,37.3333333333333,21,8,0,36,65,7,31,29,2,16,48,1,2,3,3,0,26,6,22,42,0,1,112,14,6.99107142857143,1.33928571428571,4.32435041930393,11.5714285714286,3.85714285714286,1.6875,8.67857142857143,7.47321428571428,0.243243243243243,0.311764705882353,0.439189189189189,0.750953895071542,0.305263157894737,0.326411248262194,0.282352941176471,0.0823529411764706,0.0411764705882353,0.564705882352941,0.123529411764706,0.0470588235294118,0,29.2202380952381,-2.98625023961504,-0.102198011867046,-0.423932493670708,-1.24686027550208
"71443",113,4,109,6,28,6,22,13,39,18,18,578,518,135.666666666667,82,30,1,129,209,16,65,63,6,41,115,4,6,3,7,11,39,9,131,150,0,0,407,35,4.17936117936118,1.20884520884521,3.94507260252611,7.62899262899263,2.71990171990172,1.06142506142506,8.55773955773956,4.31203931203931,0.249034749034749,0.295847750865052,0.403474903474904,0.699322654339955,0.287531806615776,0.306212980475898,0.198961937716263,0.0605536332179931,0.027681660899654,0.690311418685121,0.141868512110727,0.0519031141868512,0.00173010380622837,28.6305309734513,0.174924734059934,0.00610972720771888,0.0920984805015401,0.0796699658317821
"71448",5,0,5,1,0,0,0,0,2,2,1,31,27,7,4,0,0,7,16,3,6,6,0,4,3,0,0,2,0,1,2,2,7,10,0,0,21,4,7.71428571428571,1.57142857142857,9.76185041930393,3.85714285714286,5.14285714285714,3.85714285714286,9,7.71428571428571,0.259259259259259,0.354838709677419,0.592592592592593,0.947431302270012,0.19047619047619,0.395265116101362,0.0967741935483871,0.129032258064516,0.0967741935483871,0.67741935483871,0.129032258064516,0,0,28.8,-3.22732166818647,-0.112059780145363,-0.0871576067797271,-1.40576785128592
"71450",91,0,91,9,6,4,2,4,21,14,10,420,354,98,43,13,1,72,132,15,40,39,4,61,134,1,1,1,3,6,46,10,72,75,1,0,294,57,3.58163265306122,1.31632653061224,4.3332789907325,12.3061224489796,5.60204081632653,1.37755102040816,6.61224489795918,3.6734693877551,0.203389830508475,0.314285714285714,0.372881355932203,0.687167070217918,0.276699029126214,0.308945989565716,0.319047619047619,0.135714285714286,0.0357142857142857,0.492857142857143,0.102380952380952,0.030952380952381,0.00238095238095238,28.7142857142857,0.813494658344144,0.0283306597433284,0.30848940609402,0.367249292969072
"71456",20,0,20,0,1,1,0,2,3,4,4,112,88,22.6666666666667,10,11,0,22,36,1,14,13,2,20,28,1,2,2,1,0,12,2,16,23,0,0,68,18,5.16176470588235,1.76470588235294,3.81857310837956,11.1176470588235,7.94117647058824,0.397058823529412,8.73529411764706,5.55882352941176,0.25,0.366071428571429,0.409090909090909,0.775162337662338,0.344262295081967,0.349915287010158,0.25,0.160714285714286,0.00892857142857143,0.553571428571429,0.0892857142857143,0.0982142857142857,0,28.825,-1.07185948331252,-0.0371850644687777,-0.0936512734769217,-0.418086042307686
"71461",7,0,7,1,0,0,0,0,1,0,1,37,29,7.66666666666667,7,0,0,7,7,0,2,2,0,8,6,0,0,1,0,1,4,1,5,11,0,0,23,8,2.34782608695652,1.95652173913043,4.89849638203684,7.04347826086956,9.39130434782609,0,8.21739130434783,2.34782608695652,0.241379310344828,0.405405405405405,0.241379310344828,0.646784715750233,0.304347826086957,0.323953717132647,0.162162162162162,0.216216216216216,0,0.621621621621622,0.189189189189189,0,0,28.5714285714286,2.13913795914272,0.0748698285699954,0.0637780021151812,0.861864893448395
"71462",9,0,9,0,0,0,0,1,1,2,0,73,68,18.3333333333333,12,2,1,17,27,2,8,8,0,3,15,0,1,0,1,2,7,3,19,18,0,0,55,3,3.92727272727273,1.09090909090909,3.60600626345977,7.36363636363636,1.47272727272727,0.981818181818182,8.34545454545455,3.92727272727273,0.25,0.287671232876712,0.397058823529412,0.684730056406124,0.288461538461538,0.294869588086604,0.205479452054795,0.0410958904109589,0.0273972602739726,0.712328767123288,0.164383561643836,0.0273972602739726,0.0136986301369863,27.6111111111111,0.559691318826518,0.0202705105410006,0.041291780731668,0.282820415970329
"71463",59,0,59,4,8,4,4,3,20,11,10,276,237,62.6666666666667,44,14,2,62,86,2,29,28,5,31,17,4,1,5,3,10,34,8,86,73,0,0,188,26,4.02127659574468,1.40425531914894,4.45030026732824,2.44148936170213,4.45212765957447,0.287234042553192,8.90425531914894,4.16489361702128,0.261603375527426,0.329710144927536,0.362869198312236,0.692579343239773,0.273972602739726,0.316527734414079,0.0615942028985507,0.0942028985507246,0.0072463768115942,0.807971014492754,0.159420289855072,0.0507246376811594,0.0072463768115942,28.7754237288136,0.322070429077969,0.0111925520928288,0.0779333256834008,0.141183561020654
