"CID","G","GS","RA","W","SVO","L","BS","SV","SD","MD","HLD","BF","AB","IP","X1B","X2B","X3B","HA","TB","HR","R","ER","IBB","BB","K","SH","SF","WP","DP","HP","IR","IRS","GB","FB","SB","CS","outs","UBB","ERA","WHIP","FIP","K9","BB9","HR9","H9","R9","BAA","OBPA","SLGA","OPSA","pBABIP","WOBAa","Krate","BBrate","HRrate","BIPrate","X1Brate","X2Brate","X3Brate","dRPW","RAA9","WPGAA","fWAA","fWAA.500"
"61682",19,2,17,0,0,0,0,0,0,1,0,153,137,33.3333333333333,30,7,0,41,60,4,16,15,1,16,28,0,0,2,3,0,12,1,29,37,1,2,100,15,4.05,1.68,4.30861300609535,7.56,4.32,1.08,11.07,4.32,0.299270072992701,0.366013071895425,0.437956204379562,0.803969276274987,0.352380952380952,0.357053391913467,0.183006535947712,0.0980392156862745,0.0261437908496732,0.686274509803922,0.196078431372549,0.0457516339869281,0,28,0.727135187502522,0.0259691138393758,0.0961819031087993,0.314319944799998
"61686",6,2,4,0,0,2,0,0,0,1,0,82,73,19.3333333333333,11,3,0,16,25,2,12,11,1,8,13,0,1,0,1,0,0,0,17,27,3,0,58,7,5.12068965517241,1.18965517241379,4.16481990264707,6.05172413793103,3.72413793103448,0.931034482758621,7.44827586206896,5.58620689655172,0.219178082191781,0.280487804878049,0.342465753424658,0.622953558302706,0.23728813559322,0.278500021725279,0.158536585365854,0.0853658536585366,0.024390243902439,0.719512195121951,0.134146341463415,0.0365853658536585,0,26.6666666666667,-0.539071709049201,-0.020215189089345,-0.0434252210067412,-0.264787932967934
"61698",718,8,710,61,182,55,41,139,225,126,81,4054,3547,943,591,155,21,874,1392,107,438,408,34,444,723,11,29,30,92,22,346,108,1031,918,32,37,2829,410,3.89395546129374,1.36161187698834,4.32463633589386,6.90031813361612,4.23753976670201,1.02120890774125,8.34146341463415,4.18027571580064,0.246405413025092,0.322150962012827,0.392444319142938,0.714595281155765,0.27931536780772,0.318611053551448,0.178342377898372,0.101134681795757,0.0263936852491367,0.680315737543167,0.14578194375925,0.0382338431179082,0.00518006906758757,28.4874651810585,0.866859471701886,0.0304295052645915,3.18833594050109,0.3932333424397
"61705",5,5,45,42,4,38,0,0,0,0,4,5,3,23.3333333333333,0,0,0,0,1,1,0,0,0,1,0,0.6,0,0,1,0,2,0,3,0,0,0,70,1,0,0.0428571428571429,3.76432729180963,0,0.385714285714286,0.385714285714286,0,0,0,0.2,0.333333333333333,0.533333333333333,-0.5,0.66710798277241,0,0.2,0.2,0.6,0,0,0,23,5.04713518750252,0.219440660326197,0.568920230475325,56.8920230475325
"61715",39,16,23,4,2,5,0,1,1,2,0,467,429,109.333333333333,81,20,4,125,213,20,62,59,0,28,58,0,5,5,7,5,16,5,108,142,9,7,328,28,4.85670731707317,1.39939024390244,5.16397885975388,4.77439024390244,2.30487804878049,1.64634146341463,10.2896341463415,5.10365853658537,0.291375291375291,0.338329764453961,0.496503496503497,0.834833260957458,0.294943820224719,0.357130215905232,0.124197002141328,0.0599571734475375,0.0428265524625268,0.762312633832976,0.173447537473233,0.0428265524625268,0.00856531049250535,26.9871794871795,-0.0565233490828438,-0.00209445189000561,-0.0254437118489571,-0.0272416615085194
"61731",50,0,50,2,3,4,3,0,15,12,11,309,275,69.6666666666667,52,13,4,82,142,13,44,40,2,29,43,0,4,4,10,1,37,19,82,70,6,3,209,27,5.16746411483254,1.56459330143541,5.43267999174128,5.55502392344498,3.74641148325359,1.67942583732057,10.5933014354067,5.68421052631579,0.298181818181818,0.355987055016181,0.516363636363636,0.872350691379818,0.309417040358744,0.373465330083127,0.13915857605178,0.087378640776699,0.0420711974110032,0.72168284789644,0.168284789644013,0.0420711974110032,0.0129449838187702,28.57,-0.637075338813267,-0.0222987517960541,-0.172608856495382,-0.279302356788644
"61732",388,0,388,26,39,20,14,25,90,63,58,1729,1547,396,253,90,9,430,772,78,241,232,18,149,271,5,14,13,38,14,229,72,463,385,13,18,1188,131,5.27272727272727,1.41666666666667,5.26295644043878,6.15909090909091,3.38636363636364,1.77272727272727,9.77272727272727,5.47727272727273,0.277957336780866,0.332562174667438,0.499030381383323,0.83159255605076,0.29042904290429,0.357654929998025,0.156737998843262,0.0757663389242337,0.0451127819548872,0.703875072296125,0.146327356853673,0.0520532099479468,0.00520532099479468,28.9349226804124,-0.430137539770204,-0.014865688238434,-0.654090282491097,-0.189152771107894
"61735",91,20,71,11,0,13,0,0,16,9,2,962,815,216,112,35,7,191,351,37,136,122,3,130,181,0,5,11,17,12,46,16,212,220,15,15,648,127,5.08333333333333,1.47222222222222,5.39342782091016,7.54166666666667,5.41666666666667,1.54166666666667,7.95833333333333,5.66666666666667,0.234355828220859,0.343035343035343,0.430674846625767,0.77371018966111,0.255813953488372,0.341669499442045,0.188149688149688,0.132016632016632,0.0384615384615385,0.625779625779626,0.116424116424116,0.0363825363825364,0.00727650727650728,27.5604395604396,-0.619531479164144,-0.0224790129999749,-0.539496311999398,-0.280403488565176
"61736",91,82,9,28,0,25,0,0,1,0,1,2257,2037,526.666666666667,372,95,9,538,837,62,267,239,1,177,408,4,14,11,40,25,8,1,507,572,30,31,1580,176,4.08417721518987,1.35569620253165,4.06215730989281,6.97215189873418,3.0246835443038,1.05949367088608,9.19367088607595,4.5626582278481,0.264113892979872,0.32742578644218,0.410898379970545,0.738324166412725,0.301075268817204,0.325418981299152,0.180770934869296,0.0779796189632255,0.0274700930438635,0.702259636685866,0.164820558263181,0.0420912715994683,0.00398759415152858,23.5192307692308,0.484476959654421,0.0205991838937284,1.20543372415152,0.267043359360105
"61741",1,0,1,0,0,0,0,0,0,0,0,5,5,1.33333333333333,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,4,0,0,0.75,3.07861300609535,0,0,0,6.75,0,0.2,0.2,0.2,0.4,0.2,0.179767241027035,0,0,0,1,0.2,0,0,28,5.04713518750252,0.18025482812509,0.0267044189814948,2.67044189814948
"61742",764,602,162,176,7,211,2,5,33,30,11,14629,13198,3414.33333333333,2270,595,79,3520,6001,576,1967,1847,5,1123,2740,43,114,108,213,145,101,34,3002,3968,258,216,10243,1118,4.86859318559016,1.35839109635849,4.64905135423554,7.22249341013375,2.96016791955482,1.51830518402812,9.27853168017182,5.18490676559602,0.266707076829823,0.32695331191469,0.454690104561297,0.781643416475987,0.294517807122849,0.338899591983084,0.187299200218744,0.0764235422790348,0.0393738464693417,0.686649805181489,0.155171235217718,0.0406726365438513,0.00540023241506596,25.2274214659686,-0.137771578093494,-0.00546118350935491,-2.07181121060453,-0.0708117851734409
"61743",12,9,62,43,24,19,0,4,0,0.4,0,0,0,0,24,24,3,3,2,1,4,1,6,1,5,0,-0.2,0,0,0,0,0,0,0,0,0,0,-5,Inf,-Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,NA,-0.32258064516129,-10.4677040696486,Inf,-Inf,Inf,-Inf,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"61749",935,511,424,186,32,195,21,9,91,69,77,14321,12814,3350.66666666667,2259,604,66,3384,5485,455,1806,1722,28,1232,2432,40,122,99,258,112,289,85,3288,3763,190,204,10052,1204,4.62534818941504,1.36927974532431,4.47027635667235,6.53243135694389,3.3091922005571,1.22214484679666,9.08953442101074,4.85097493036212,0.26408615576713,0.328189372250541,0.428047448103637,0.756236820354178,0.291471788237636,0.331330023583223,0.169820543258152,0.0840723413169471,0.0317715243348928,0.704559737448502,0.157740381258292,0.0421758257104951,0.00460861671670973,26.0732620320856,0.196160257140405,0.0075234259870902,2.80094363045299,0.0977914821050552
