"CID","G","GS","RA","W","SVO","L","BS","SV","SD","MD","HLD","BF","AB","IP","X1B","X2B","X3B","HA","TB","HR","R","ER","IBB","BB","K","SH","SF","WP","DP","HP","IR","IRS","GB","FB","SB","CS","outs","UBB","ERA","WHIP","FIP","K9","BB9","HR9","H9","R9","BAA","OBPA","SLGA","OPSA","pBABIP","WOBAa","Krate","BBrate","HRrate","BIPrate","X1Brate","X2Brate","X3Brate","dRPW","RAA9","WPGAA","fWAA","fWAA.500"
"60819",1,0,1,0,0,0,0,0,0,0,0,6,5,0.333333333333333,3,1,0,4,5,0,4,4,0,1,0,0,0,0,0,0,2,2,0,1,0,0,1,1,108,15,12.0786130060953,0,27,0,108,108,0.8,0.833333333333333,1,1.83333333333333,0.8,0.776821837612645,0,0.166666666666667,0,0.833333333333333,0.5,0.166666666666667,0,32.5,-102.952864812497,-3.16778045576915,-0.117325202065524,-9.77710017212702
"60840",19,6,29,21,9,11,1,2,0,-0.3,0,0,0,0,12,10,2,2,1,1,4,1,0,0,3,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,Inf,Inf,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,-0.24390243902439,-282.809146491987,Inf,NA,Inf,-Inf,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"60871",165,95,70,40,5,30,3,2,18,11,10,2718,2349,610.333333333333,484,120,18,637,838,15,319,290,4,307,272,13,28,28,63,21,46,12,660,783,44,24,1831,303,4.27635172037138,1.5401419989077,3.99614440969993,4.01092299290005,4.52703440742764,0.221190606226106,9.39322774440197,4.70398689240852,0.271179225202214,0.353568800588668,0.356747552149851,0.710316352738519,0.297607655502392,0.324163823008957,0.100073583517292,0.111479028697572,0.00551876379690949,0.773730684326711,0.178072111846946,0.0441501103752759,0.00662251655629139,25.9015151515152,0.343148295094004,0.0132481939024301,0.898423816124056,0.165272961023557
"60904",7,13,112,65,45,18,2,4,0,0.1,0,4,2,1,50,46,5,3,5,3,7,3,12,4,4,0,0,0,1,0,0,0,1,1,0,0,3,-8,27,-5,10.0786130060953,36,36,27,27,63,1.5,-1.25,2.5,1.25,0,-18.3348007092391,1,-2,0.75,-1.75,12.5,11.5,1.25,30.5357142857143,-57.9528648124975,-1.89787159619875,-0.210874621799861,-26.3593277249826
"60906",11,8,65,20,0,20,0,0,0,0.6,0,0,0,0,13,13,3,3,3,2,1,1,7,1,8,0,-0.6,0,0,0,0,0,0,0,0,0,0,-6,Inf,-Inf,-Inf,Inf,Inf,Inf,Inf,Inf,Inf,-Inf,Inf,NA,-0.0943396226415094,-4.86210972272999,Inf,-Inf,Inf,-Inf,Inf,Inf,Inf,NA,-Inf,NA,NA,NA
"60910",490,99,391,31,65,47,11,51,89,58,39,3989,3520,926.333333333333,592,180,15,893,1421,106,468,447,14,389,707,12,29,35,61,38,251,83,967,962,73,51,2779,375,4.34292911119108,1.36883771140698,4.25421574089203,6.86901763224181,3.77941705649514,1.02986685858222,8.67614249730119,4.54695933789133,0.253693181818182,0.327400350965154,0.403693181818182,0.731093532783336,0.287646198830409,0.324200616636391,0.177237402857859,0.0940085234394585,0.0265730759588869,0.689145149160191,0.148408122336425,0.0451240912509401,0.00376034093757834,27.880612244898,0.500175849611194,0.0179399162836793,1.84648249453129,0.23144679049026
"60937",91,3,88,4,4,5,2,2,20,20,16,576,475,126,70,20,4,121,230,27,97,93,0,89,104,2,5,10,5,4,60,21,108,146,7,12,378,89,6.64285714285714,1.66666666666667,6.3325812600636,7.42857142857143,6.35714285714286,1.92857142857143,8.64285714285714,6.92857142857143,0.254736842105263,0.371527777777778,0.484210526315789,0.855738304093567,0.269340974212034,0.37300864740148,0.180555555555556,0.154513888888889,0.046875,0.611111111111111,0.121527777777778,0.0347222222222222,0.00694444444444444,28.7225274725275,-1.88143624106891,-0.0655038538258328,-0.917053953561659,-0.796053779133384
"60939",15,0,15,0,0,0,0,0,6,1,7,61,56,15.3333333333333,11,1,0,14,21,2,6,6,0,4,17,0,1,3,1,0,5,0,14,12,3,1,46,4,3.52173913043478,1.17391304347826,3.33948257131274,9.97826086956522,2.34782608695652,1.17391304347826,8.21739130434783,3.52173913043478,0.25,0.295081967213115,0.375,0.670081967213115,0.315789473684211,0.293591323509373,0.278688524590164,0.0655737704918033,0.0327868852459016,0.622950819672131,0.180327868852459,0.0163934426229508,0,28.7666666666667,1.52539605706774,0.0530265141506746,0.0903414685530012,0.74050384059837
"60942",75,0,75,5,6,2,3,3,16,11,11,389,350,92.6666666666667,60,13,2,83,124,8,28,26,3,34,68,1,2,5,8,2,39,13,96,98,9,5,278,31,2.52517985611511,1.23021582733813,3.73688638739031,6.60431654676259,3.30215827338129,0.776978417266187,8.06115107913669,2.71942446043165,0.237142857142857,0.298200514138817,0.354285714285714,0.652486228424532,0.271739130434783,0.292541106395415,0.174807197943445,0.0796915167095116,0.0205655526992288,0.712082262210797,0.154241645244216,0.0334190231362468,0.0051413881748072,28.4266666666667,2.32771072707087,0.0818847582224742,0.843109732809179,1.08368860258249
"60956",7,3,4,1,0,1,0,0,1,0,0,96,86,23,16,5,0,23,34,2,11,11,0,7,15,0,2,0,3,1,5,1,24,26,2,1,69,7,4.30434782608696,1.30434782608696,3.81774344087795,5.8695652173913,2.73913043478261,0.782608695652174,9,4.30434782608696,0.267441860465116,0.322916666666667,0.395348837209302,0.718265503875969,0.295774647887324,0.315517618758635,0.15625,0.0729166666666667,0.0208333333333333,0.739583333333333,0.166666666666667,0.0520833333333333,0,26.25,0.742787361415566,0.0282966613872596,0.0723136902118858,0.376633803186905
"60964",71,6,65,4,5,6,0,5,10,13,7,500,433,105.666666666667,78,23,2,131,242,28,83,75,0,56,84,0,5,7,7,6,33,11,90,126,9,6,317,56,6.38801261829653,1.76971608832808,6.52340795877673,7.15457413249211,4.76971608832808,2.38485804416404,11.1577287066246,7.06940063091483,0.302540415704388,0.386,0.558891454965358,0.944891454965358,0.315950920245399,0.402429308348058,0.168,0.112,0.056,0.652,0.156,0.046,0.004,28.6443661971831,-2.0222654434123,-0.0705990640355371,-0.828885307380195,-0.828885307380195
"60966",1277,0,1277,103,355,115,92,262,446,256,197,6067,5387,1411,894,235,26,1368,2294,213,737,687,57,554,1245,22,51,42,95,51,572,161,1221,1569,60,56,4233,497,4.38199858256556,1.32175761871013,4.33304248873177,7.94117647058824,3.53366406803685,1.35861091424522,8.72572643515237,4.70092133238838,0.253944681640988,0.31580682380089,0.425839985149434,0.741646808950324,0.290201005025126,0.325344545100819,0.205208505027196,0.0819185759024229,0.0351079611010384,0.65996373825614,0.147354540959288,0.0387341354870612,0.00428547881984506,28.7754502740799,0.346213855114145,0.0120315703774062,1.88628286694669,0.155454332202628
"60969",117,80,37,32,3,26,2,1,9,8,4,2164,1952,509,333,86,9,509,856,81,269,251,3,177,402,10,9,8,24,16,25,5,463,581,34,45,1527,174,4.43811394891945,1.34184675834971,4.59334778016214,7.10805500982318,3.12966601178782,1.43222003929273,9,4.75638506876228,0.260758196721311,0.323012939001848,0.438524590163934,0.761537529165783,0.28958051420839,0.332597990969712,0.185767097966728,0.0804066543438078,0.0374306839186691,0.687615526802218,0.153881700554529,0.0397412199630314,0.00415896487985213,25.198717948718,0.290750118740243,0.0115382901357105,0.652554408786294,0.150775048240826
"60997",95,0,95,7,8,4,3,5,9,15,4,583,495,131,74,21,2,123,226,26,77,73,3,82,111,0,3,7,11,3,64,34,129,132,4,5,393,79,5.01526717557252,1.54198473282443,5.77326949464496,7.62595419847328,5.63358778625954,1.78625954198473,8.45038167938931,5.29007633587786,0.248484848484848,0.351629502572899,0.456565656565657,0.808195159138555,0.268698060941828,0.354416240679332,0.190394511149228,0.135506003430532,0.0445969125214408,0.619210977701544,0.126929674099485,0.0360205831903945,0.00343053173241852,28.5394736842105,-0.24294114837534,-0.00851246070840286,-0.123903594755642,-0.106263803392489
"60998",78,0,78,7,8,6,4,4,20,15,6,489,434,109.666666666667,75,22,1,115,190,17,55,51,4,46,88,1,1,2,5,7,54,22,109,121,4,1,329,42,4.1854103343465,1.43161094224924,4.63788352281267,7.22188449848024,3.77507598784195,1.3951367781155,9.43768996960486,4.51367781155015,0.264976958525346,0.335378323108384,0.43778801843318,0.773166341541564,0.296969696969697,0.340815701438216,0.179959100204499,0.0858895705521472,0.0347648261758691,0.676891615541922,0.153374233128834,0.0449897750511247,0.00204498977505112,28.4198717948718,0.533457375952372,0.0187705764404128,0.228722949959104,0.233868046992949
"61000",153,119,34,41,4,42,2,2,9,8,2,2880,2572,668.333333333333,449,117,13,681,1130,102,391,362,3,243,426,16,20,28,44,28,18,7,724,753,45,41,2005,240,4.87481296758105,1.37805486284289,4.86514667193076,5.73665835411471,3.27231920199501,1.37356608478803,9.17057356608479,5.26533665835411,0.264774494556765,0.329513888888889,0.439346811819596,0.768860700708485,0.280523255813953,0.336333926502395,0.147916666666667,0.0833333333333333,0.0354166666666667,0.722569444444444,0.155902777777778,0.040625,0.00451388888888889,25.3643790849673,-0.218201470851592,-0.00860267346267953,-0.638828158987869,-0.110907666490949
